Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Manage recipient resources in Exchange Online,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-recipient-resources/,6,464,2794,64.29%,364,117,116,,70.83,18.318103448275863,38,5,2,,,m365;office-365;office-exchange-server,administrator,intermediate,teleary,temanteleary
"Manage website visits, redirect URLs, and social postings in Dynamics 365 Marketing",https://docs.microsoft.com/en-us/learn/modules/manage-websites-redirects-social/,5,392,1574,53.60%,250,67,64,1,45.751666666666665,14.005612244897959,38,4.8,5,,,dynamics-365;dynamics-marketing,business-user;functional-consultant,intermediate,kschimke,KevSch
Move items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/move-items/,8,148,948,38.78%,98,19,19,,14.695555555555556,11.915315315315315,38,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Navigation in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/modules/navigation-canvas-app/,6,1951,10720,50.26%,1535,385,361,,232.86833333333334,14.345071868583162,38,4.684210526315789,19,,,power-platform;power-apps,functional-consultant;maker,intermediate,dbeasley,DaveBeasley
Post go-live strategy for Dynamics 365 solutions,https://docs.microsoft.com/en-us/learn/modules/post-go-live-dynamics-365/,7,270,1562,64.84%,182,59,62,,12.813611111111111,5.694938271604938,38,5,4,,,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,solution-architect;functional-consultant,advanced,cstorega,cstorega
Process sales and purchases in foreign currencies in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/process-foreign-currency-payments-dynamics-365-business-central/,5,235,812,46.03%,127,29,26,,24.34861111111111,12.486467236467236,38,5,2,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Publish a Blazor WebAssembly app and .NET API with Azure Static Web Apps,https://docs.microsoft.com/en-us/learn/modules/publish-app-service-static-web-app-api-dotnet/,12,3181,13074,12.62%,1286,81,83,2,238.51472222222222,9.0062198447661,38,4.666666666666667,6,23,18,azure;azure-functions;azure-app-service;azure-app-service-static;dotnet;aspnet-core;blazor,developer,beginner,aapowell,aaronpowell
Publish and manage your APIs with Azure API Management,https://docs.microsoft.com/en-us/learn/modules/publish-manage-apis-with-azure-api-management/,8,2714,16822,44.78%,2001,446,430,1,378.75055555555554,16.80845660749507,38,4.7,20,105,78,azure;azure-api-management,developer,beginner,nickwalk,nickwalkmsft
Receive and invoice items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/receive-invoice-dynamics-d365-business-central/,7,800,5124,46.81%,570,132,110,,101.37277777777778,15.320822837951301,38,4.8,5,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Search and organize repository history by using GitHub,https://docs.microsoft.com/en-us/learn/modules/search-organize-repository-history-github/,5,1486,8256,87.54%,1285,562,606,,64.05888888888889,5.179964061096136,38,4.7368421052631575,19,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Secure Azure Active Directory users with Multi-Factor Authentication,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,6,4154,24652,66.69%,3367,1121,1159,3,398.41527777777776,11.53155652034089,38,4.696969696969697,66,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner,adsteven,adrianstevens
Send and receive electronic documents in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/electronic-documents-dynamics-365-business-central/,5,193,684,29.41%,102,15,16,,15.544166666666667,9.817368421052631,38,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Set up a company with multiple locations in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-company-multiple-locations/,9,192,1000,41.51%,106,22,20,,11.335555555555555,7.084722222222222,38,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Set up responsibility centers in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-responsibility-centers/,7,148,670,52.50%,80,21,22,,12.418333333333333,10.06891891891892,38,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Train and evaluate clustering models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-cluster-models/,7,2196,15370,65.36%,1896,617,618,,336.3641666666667,18.447760511882997,38,4.844827586206897,58,23,22,vs-code,data-scientist,intermediate,jasdeb,TomReidNZ
Transition from Skype for Business to Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/transition-from-skype-for-business-to-microsoft-teams/,7,954,6806,70.13%,792,277,299,2,127.4,16.09263157894737,38,4.769230769230769,26,,,m365;office-teams,administrator,intermediate,tfrink,wwlpublish
Understand Windows Server IaaS Virtual Machine cost management,https://docs.microsoft.com/en-us/learn/modules/understand-windows-server-iaas-vm-cost-management/,8,310,1498,62.50%,176,55,60,,11.886666666666667,4.601290322580645,38,4.8,5,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-onedrive-collaboration-use/,7,2411,13054,40.53%,1977,400,262,,201.3763888888889,10.035368217054264,38,4.884615384615385,26,,,m365;office-365,administrator,intermediate,teleary,temanteleary
Use Power Apps Instrumentation with Application Insights,https://docs.microsoft.com/en-us/learn/modules/instrumentation-app-insights/,7,277,1544,58.14%,172,50,52,2,30.19972222222222,13.130314009661836,38,5,5,,,power-platform;power-apps;azure-application-insights;common-data-service,maker,intermediate,jadaphillips,jadaphillips
Virtualization case study,https://docs.microsoft.com/en-us/learn/modules/cmu-virtualization-case-studies/,5,2,4,0.00%,2,0,,,0.02638888888888889,1.5833333333333333,38,,,,,azure,developer;student,beginner,chnoring,softchris
Work with the Django admin site,https://docs.microsoft.com/en-us/learn/modules/django-admin-site/,8,322,1986,58.16%,196,57,58,,30.835555555555555,11.49151138716356,38,4.833333333333333,6,,,azure;vs-code;azure-app-service,student;developer,intermediate,chnoring,GeekTrainer
Инструменты Microsoft Office 365 в работе учителя,https://docs.microsoft.com/en-us/learn/modules/microsoft-365-tools-teachers/,8,169,1098,23.44%,129,15,14,,14.643055555555556,10.459325396825397,38,5,6,,,office-forms;office-teams;office-365;office-powerpoint,k-12-educator;school-leader,beginner,abdewees,mec-sa
Analyze Windows 10 diagnostic data using Desktop Analytics,https://docs.microsoft.com/en-us/learn/modules/introduction-to-desktop-analytics/,8,532,3228,59.24%,314,93,99,2,67.76222222222222,15.284711779448621,37,5,8,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Automate business process flows with client script,https://docs.microsoft.com/en-us/learn/modules/automate-business-process-flow-client-script-power-platform/,6,461,1816,27.82%,267,37,31,,57.04555555555555,14.88144927536232,37,5,2,,,dynamics-365;power-platform;power-apps;common-data-service,developer,intermediate,dbeasley,DaveBeasley
Business intelligence and analytics design for Dynamics 365 solutions,https://docs.microsoft.com/en-us/learn/modules/bi-analytics-design-dynamics-365/,7,330,1730,69.23%,208,72,76,,15.565277777777778,5.66010101010101,37,5,4,,,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,solution-architect;functional-consultant,advanced,cstorega,cstorega
Classify images with the Custom Vision service,https://docs.microsoft.com/en-us/learn/modules/classify-images-custom-vision/,6,7675,53658,59.02%,6823,2012,1988,7,963.0836111111112,15.126967713787085,37,4.846153846153846,130,,,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner,gmalc,wwlpublish
Configure financial reports by using account schedules in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-financial-reports-dynamics-365-business-central/,6,438,2328,33.80%,284,48,35,,30.225555555555555,8.280974124809742,37,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Configure Microsoft Cloud App Security cloud discovery,https://docs.microsoft.com/en-us/learn/modules/configure-microsoft-cloud-app-security-cloud-discovery/,7,170,958,67.35%,98,33,35,,21.73361111111111,15.341372549019608,37,,,,,m365-ems-cloud-app-security,administrator,beginner,beccarobins,beccarobins
Connect to the intelligent cloud with Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/connect-intelligent-cloud-dynamics-365-business-central/,5,405,2062,58.28%,303,88,90,,45.22527777777778,13.433250825082508,37,5,6,,,dynamics-365;dynamics-business-central,functional-consultant,beginner,kschimke,KevSch
Control access to Azure Storage with shared access signatures,https://docs.microsoft.com/en-us/learn/modules/control-access-to-azure-storage-with-sas/,7,7003,55812,68.08%,6255,2120,2272,3,1408.213611111111,24.244710664753708,37,4.666666666666667,87,63,49,azure,solution-architect;developer;administrator,intermediate,jaboes,jboeshart
Creación y organización de materiales de clase con Microsoft Teams. Ciclo Webinars Teams 6/9,https://docs.microsoft.com/en-us/learn/modules/creacion-y-organizacion-materiales-clase/,13,36,524,88.24%,34,15,16,2,1.4327777777777777,4.775925925925926,37,4.9,10,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Create and manage public folders,https://docs.microsoft.com/en-us/learn/modules/create-manage-public-folders/,8,77,460,85.71%,42,18,18,,1.675,2.6447368421052633,37,,,,,azure-active-directory;m365,administrator,intermediate,tfrink,wwlpublish
Create reports and dashboards as a Microsoft 365 Enterprise Administrator with Power BI,https://docs.microsoft.com/en-us/learn/modules/explore-power-bi/,9,1033,7506,56.56%,733,207,196,5,150.2086111111111,17.46611757105943,37,4.714285714285714,7,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Create resources in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-resources/,7,128,732,40.91%,88,18,18,,8.170277777777779,7.659635416666666,37,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Create your first Rust program,https://docs.microsoft.com/en-us/learn/modules/rust-create-program/,9,1750,12674,25.45%,1484,185,185,1,468.3722222222222,32.677131782945736,37,4.8,20,,,vs-code;azure,student;developer,beginner,chnoring,GitHubber17
Customize a SUSE Linux Enterprise Server virtual machine on Azure,https://docs.microsoft.com/en-us/learn/modules/customize-suse-linux-enterprise-server-azure/,8,130,458,25.93%,54,7,9,,6.23,5.75076923076923,37,,,,,azure;azure-linux-vm,administrator;devops-engineer;solution-architect,beginner,yenchiho,YenChiHo
Design an IP addressing schema for your Azure deployment,https://docs.microsoft.com/en-us/learn/modules/design-ip-addressing-for-azure/,6,7414,70813,47.17%,6448,1514,1656,1,1265.276111111111,20.59033541271133,37,4.811594202898551,69,67,51,azure;azure-virtual-network,solution-architect;administrator,beginner,jaboes,jboeshart
Diagnose startup errors in your application using Kudu console,https://docs.microsoft.com/en-us/learn/modules/azure-diagnose-application-startup-errors-with-kudu-console/,6,455,2036,10.24%,258,13,14,,44.422777777777775,11.846074074074075,37,5,2,3,3,azure,administrator;developer,intermediate,adpatrid,patridge
Discover the Flipgrid Discovery Library,https://docs.microsoft.com/en-us/learn/modules/discover-flipgrid-discovery-library/,8,1512,15612,71.88%,1138,409,430,19,88.84555555555555,7.0512345679012345,37,4.833333333333333,90,,,flipgrid,k-12-educator;school-leader,advanced,abdewees,mec-sa
Explore and analyze time-stamped data with Time Series Insights,https://docs.microsoft.com/en-us/learn/modules/explore-analyze-time-series-insights/,5,253,1490,56.57%,198,56,60,,27.62611111111111,13.155291005291005,37,4.25,4,1,1,azure-iot;azure-time-series-insights,developer;ai-edge-engineer,intermediate,chmaneu,cmaneu
Explore API Management,https://docs.microsoft.com/en-us/learn/modules/explore-api-management/,10,3056,27759,55.58%,2672,737,791,,678.2258333333333,26.736892247043365,37,4.625,32,,,azure-api-management,developer,intermediate,jeffko,wwlpublish
Explore Exchange Online as a Microsoft 365 Enterprise Administrator,https://docs.microsoft.com/en-us/learn/modules/explore-exchange-online/,9,1098,7824,52.47%,852,223,231,3,186.4611111111111,20.4154501216545,37,4.9,10,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Explore release strategy recommendations,https://docs.microsoft.com/en-us/learn/modules/explore-release-strategy-recommendations/,15,545,7708,69.26%,463,160,167,,145.6213888888889,32.122365196078434,37,3.8333333333333335,6,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Explore reporting in the Microsoft 365 security services,https://docs.microsoft.com/en-us/learn/modules/explore-reporting-microsoft-365-security-services/,12,857,8748,62.80%,743,233,261,6,122.275,17.141355140186917,37,5,7,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Explore Windows Autopilot deployment models,https://docs.microsoft.com/en-us/learn/modules/implement-windows-autopilot/,10,613,4334,62.18%,387,120,129,,87.18055555555556,17.094226579520697,37,5,9,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Extend functionality by using events in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/extend-functionality-using-events/,6,289,1768,57.14%,197,56,52,,34.52,14.383333333333333,37,,,,,dynamics-365;dynamics-business-central,developer,beginner,kschimke,KevSch
Extend Power Apps portals,https://docs.microsoft.com/en-us/learn/modules/extend-power-app-portals/,8,1327,6384,30.85%,992,153,148,1,168.71166666666667,15.268024132730016,37,4.8,5,,,dynamics-365;power-apps,maker;developer,intermediate,dbeasley,DaveBeasley
Gap solution design for Dynamics 365 solutions,https://docs.microsoft.com/en-us/learn/modules/gap-solution-design-dynamics-365/,7,237,1560,73.63%,183,67,71,,11.385833333333334,5.789406779661017,37,5,4,,,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,solution-architect,advanced,cstorega,cstorega
Get started with Azure Advisor,https://docs.microsoft.com/en-us/learn/modules/get-started-azure-advisor/,9,538,2020,22.39%,269,30,24,,45.27388888888889,10.13594527363184,37,5,2,,,azure;azure-advisor,administrator;business-owner;technology-manager,beginner,darasera,danterasera
Implement Windows Server auditing and diagnostics,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-auditing-diagnostics/,7,522,2238,54.46%,228,61,59,2,43.04,9.970656370656371,37,4.8,5,,,windows-server,administrator;solution-architect;support-engineer;technology-manager,intermediate,tonyj,wwlpublish
Integrate a Power Virtual Agents bot with Omnichannel for Customer Service,https://docs.microsoft.com/en-us/learn/modules/omnichannel-power-virtual-agents/,6,494,2796,40.24%,338,68,71,,74.93638888888889,18.203171390013495,37,4.666666666666667,3,,,dynamics-365;dynamics-customer-service,functional-consultant;business-user,intermediate,kschimke,KevSch
Interactively debug Node.js JavaScript apps with the built-in and Visual Studio Code debuggers,https://docs.microsoft.com/en-us/learn/modules/debug-nodejs/,8,1075,5684,35.51%,705,125,129,1,117.4,13.11731843575419,37,4.8125,16,7,7,azure,developer;student,beginner,chnoring,sinedied
Introduction to AI technology,https://docs.microsoft.com/en-us/learn/modules/introduction-to-ai-technology/,7,2633,16813,53.18%,1858,493,418,4,186.66027777777776,8.52979182533638,37,4.85,40,,,azure;dynamics-365;m365,functional-consultant;business-user,beginner,japerena,Adriamen
Introduction to Azure Arc,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-arc/,7,980,4062,28.67%,588,84,82,,94.23361111111112,11.562406271301978,37,4.857142857142857,7,,,azure;azure-arc,solution-architect,beginner,jaboes,jboeshart
Introduction to Dataverse,https://docs.microsoft.com/en-us/learn/modules/introduction-common-data-service/,9,28517,255098,47.59%,25117,5935,5386,37,7524.7108333333335,31.855122415861146,37,4.792523364485981,535,,,common-data-service;power-platform,business-analyst;business-user,beginner,chsims,wwlpublish
Introduction to Java on Azure,https://docs.microsoft.com/en-us/learn/modules/intro-to-java-azure/,8,1621,10472,30.66%,1304,199,191,1,175.22944444444445,13.028211482858323,37,4.8125,16,,,azure,developer;administrator,beginner,sakriema,SandraAhlgrimm
Introduction to model-driven apps and Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/intro-model-driven-apps-common-data-service/,6,6408,37855,45.38%,5832,1315,1178,3,745.9472222222222,14.01717298256603,37,4.72463768115942,69,,,power-platform;power-apps,functional-consultant;business-user;maker,beginner,dbeasley,DaveBeasley
Introduction to modern analytics using Excel and Power BI,https://docs.microsoft.com/en-us/learn/modules/modern-analytics-intro/,7,5111,22601,37.29%,3087,572,453,4,339.2688888888889,7.989063317634746,37,4.857142857142857,49,,,power-platform;power-bi,business-user;business-analyst,beginner,robde,heyrob
Manage customer returns in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/manage-customer-returns-dynamics-365-business-central/,5,501,2746,50.52%,388,97,92,,46.95611111111111,11.36034946236559,37,4.5,4,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Manage enterprise security in HDInsight,https://docs.microsoft.com/en-us/learn/modules/manage-enterprise-security-hdinsight/,8,107,624,56.25%,65,18,19,,13.490833333333333,15.272641509433962,37,4,1,,,azure-hdinsight,data-engineer;data-scientist,intermediate,chtestao,wwlpublish
Manage GitHub Actions in the enterprise,https://docs.microsoft.com/en-us/learn/modules/manage-github-actions-enterprise/,7,149,968,32.43%,77,12,11,,15.645,12.85890410958904,37,,,,,github,devops-engineer;administrator;developer;solution-architect,intermediate,aastewar,a-a-ron
Modify DAX filter context in Power BI Desktop models,https://docs.microsoft.com/en-us/learn/modules/dax-power-bi-modify-filter/,7,3531,20992,43.03%,2561,549,490,3,688.6852777777777,23.517994687915007,37,4.702702702702703,37,,,power-bi;power-platform,maker;data-analyst,intermediate,robde,heyrob
Monitor and maintain Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/monitor-maintain-azure-active-directory/,9,1064,6936,51.74%,747,193,208,,115.8086111111111,13.085718769617074,37,4.777777777777778,9,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Perform cross-document transactional operations with the Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/modules/perform-cross-document-transactional-operations-azure-cosmos-db-sql-api/,7,156,1132,66.67%,102,34,41,,10.811111111111112,8.316239316239317,37,5,1,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Perform mathematical operations on numeric data in Python,https://docs.microsoft.com/en-us/learn/modules/python-datatypes-numeric-operations/,10,2720,23129,53.81%,2006,537,580,4,635.8513888888889,28.17657557853274,37,4.767857142857143,56,,,vs,developer;student,beginner,rotabor,bobtabor-msft
Plan for application management,https://docs.microsoft.com/en-us/learn/modules/plan-for-mobile-application-management/,7,410,2236,64.89%,263,85,93,,54.056666666666665,15.899019607843137,37,5,4,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Process custom forms with AI Builder,https://docs.microsoft.com/en-us/learn/modules/get-started-with-form-processing/,5,2078,8554,37.21%,1624,301,276,2,179.90222222222224,10.41904761904762,37,4.764705882352941,17,,,ai-builder;power-platform;power-automate,business-user;maker,beginner,robde,heyrob
Reduce risk and simplify the discovery and audit process,https://docs.microsoft.com/en-us/learn/modules/reduce-risk-simplify-discovery-audit-process/,10,4305,45130,77.26%,3895,1505,1591,1,602.0736111111111,16.825531749728302,37,4.803738317757009,107,,,m365;office-365,business-owner;business-user,beginner,ceperezb,wwlpublish
Request and follow up with product changes in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/request-changes-products-engineering-change-management-supply-chain-management/,6,74,254,50.00%,32,8,8,,6.538888888888889,10.603603603603604,37,,,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Resolve Windows 10 upgrade errors,https://docs.microsoft.com/en-us/learn/modules/resolve-windows-10-upgrade-errors/,10,494,3598,65.16%,310,101,107,,65.45305555555555,15.89952766531714,37,5,5,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Secure your Azure resources with Azure role-based access control (Azure RBAC),https://docs.microsoft.com/en-us/learn/modules/secure-azure-resources-with-rbac/,8,10805,91799,67.36%,9314,3122,3358,19,2098.391111111111,23.410834263046983,37,4.796178343949045,157,,,azure;azure-portal;azure-active-directory;azure-rbac,administrator;solution-architect;security-engineer,beginner,cwatson,cwatson-cat
Set up and configure Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/modules/configure-dynamics-365-sales/,6,3073,19154,33.89%,2763,464,378,2,570.0736111111111,22.35582788671024,37,4.7105263157894735,38,,,dynamics-365;dynamics-sales,business-user;functional-consultant,beginner,kschimke,KevSch
Sign in users with Azure Active Directory in a Java web app,https://docs.microsoft.com/en-us/learn/modules/azure-java-app-enable-authentication-authorization/,9,936,5102,15.21%,527,40,37,,95.09666666666666,12.217987152034262,37,4.25,4,,,azure;msal-java,developer,beginner,nacanuma,navyasric
Take your first steps with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-first-steps/,7,3058,16312,28.26%,2634,371,314,1,358.0780555555556,14.097561242344707,37,4.8,35,,,power-platform;power-automate,maker;business-user;developer;functional-consultant,beginner,marleon,mariosleon
"Upload, download, and manage data with Azure Storage Explorer",https://docs.microsoft.com/en-us/learn/modules/upload-download-and-manage-data-with-azure-storage-explorer/,6,8163,55356,69.22%,7086,2435,2539,3,1081.8830555555555,15.976614160308475,37,4.729508196721311,122,223,178,azure;azure-storage;azure-cosmos-db;azure-data-lake,solution-architect;administrator,beginner,jaboes,jboeshart
Use item journals in the warehouse in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/use-item-journals-warehouse/,7,262,1022,16.47%,170,14,14,,15.756944444444445,7.216921119592875,37,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Use the Sales and Inventory Forecast extension in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/use-sales-inventory-forecast-extension/,6,136,576,38.89%,72,14,13,,7.393055555555556,6.52328431372549,37,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Work with files and directories in a .NET app,https://docs.microsoft.com/en-us/learn/modules/dotnet-files/,10,3756,29491,41.49%,2924,602,652,1,942.0561111111111,30.274968755579362,37,4.633333333333334,60,,,dotnet;dotnet-core,developer,beginner,masoucou,codemillmatt
Write basic Python in Notebooks,https://docs.microsoft.com/en-us/learn/modules/basic-python-nasa/,9,1149,6794,43.92%,727,159,161,1,86.08694444444444,9.030099067599068,37,5,13,26,22,vs-code,student;data-scientist,beginner,chnoring,drguthals
Access data from Azure Blob Storage by using multiple protocols,https://docs.microsoft.com/en-us/learn/modules/access-data-azure-blob-storage-multiple-protocols/,7,86,446,71.43%,56,20,20,1,2.178888888888889,3.0403100775193797,36,5,2,,,azure-blob-storage;azure-data-lake-storage,administrator;developer;data-engineer;solution-architect,intermediate,v-anursr,AnuSridhar-25
Active Directory Domain Services migration,https://docs.microsoft.com/en-us/learn/modules/active-directory-domain-services-migration/,7,329,1396,52.27%,177,46,45,1,17.37611111111111,6.357113821138212,36,5,3,,,windows-server,administrator;identity-access-admin;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Add and size disks in Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/add-and-size-disks-in-azure-virtual-machines/,7,3002,12662,38.30%,1790,342,354,,208.18583333333333,8.338551401869159,36,4.65,20,22,19,azure;azure-virtual-machines;azure-portal;azure-disk-storage,developer;administrator,intermediate,cwatson,cwatson-cat
Adjust exchange rates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/adjust-exchange-rates-dynamics-365-business-central/,5,386,1422,23.28%,232,27,23,,35.92666666666667,11.168911917098445,36,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Analyze text with the Language service,https://docs.microsoft.com/en-us/learn/modules/analyze-text-with-text-analytics-service/,5,7899,46476,57.09%,7468,2134,2033,10,907.9341666666667,13.836944373888748,36,4.809160305343512,131,,,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner,gmalc,wwlpublish
Analyze your Azure infrastructure by using Azure Monitor logs,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,5,7045,39804,78.10%,5862,2275,2414,6,740.6591666666667,12.660840455840455,36,4.816666666666666,120,25,22,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,jaboes,jboeshart
Assign an asset to an insurance policy in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assign-asset-insurance-policy/,7,106,470,54.17%,48,13,12,,7.188888888888889,8.138364779874214,36,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Automatically tune SQL Server on Linux,https://docs.microsoft.com/en-us/learn/modules/automatically-tune-sql-server-linux/,6,220,1176,77.14%,140,54,57,,19.165555555555557,10.453939393939393,36,4.375,8,1,1,sql-server,administrator,beginner,markohot,markohot
Build a question answering solution,https://docs.microsoft.com/en-us/learn/modules/build-qna-solution-qna-maker/,12,1380,17244,65.22%,1243,405,421,,180.38583333333332,15.731322674418605,36,4.888888888888889,18,,,azure-cognitive-services,ai-engineer;developer,intermediate,gmalc,wwlpublish
Combine external applications for more customized productions with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-combine-external-applications-customized-productions/,6,128,490,48.15%,54,13,13,,7.206944444444445,6.756510416666667,36,4,1,,,office-teams;office-yammer,business-user;administrator,beginner,elizapo,lizap
Conduct audit log investigations,https://docs.microsoft.com/en-us/learn/modules/conduct-audit-log-investigations/,9,220,1380,70.59%,136,48,49,1,14.938055555555556,8.148030303030303,36,4,1,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Configure Azure App Services,https://docs.microsoft.com/en-us/learn/modules/configure-azure-app-services/,12,6254,75490,73.51%,5632,2056,2211,2,1217.2225,23.46076132348217,36,4.815789473684211,76,,,azure-app-service-web,administrator,intermediate,cynthist,wwlpublish
Configure Azure Cosmos DB SQL API database and containers,https://docs.microsoft.com/en-us/learn/modules/configure-azure-cosmos-db-sql-api/,9,280,2426,65.42%,217,70,80,1,35.51638888888889,15.441908212560387,36,5,1,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Configure virtual machine availability,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machine-availability/,12,7043,82752,71.19%,6233,2204,2342,6,1224.3208333333334,20.970382529260633,36,4.804123711340206,97,,,azure-virtual-machines,administrator,intermediate,cynthist,wwlpublish
Configure virtual machine backups,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machine-backups/,12,4871,62298,74.74%,4498,1666,1801,3,906.215,22.449587118084228,36,4.883333333333334,60,,,azure-backup;azure-virtual-machines,administrator,intermediate,cynthist,wwlpublish
