Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Create interactive conversational bots for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/msteams-conversation-bots/,8,2820,23426,40.34%,1892,380,718,1,269.00083333333333,11.503955808980756,72,4.2,5,,,m365;office-teams,developer,intermediate,suzanz,andrewconnell-msft
Customize and configure the Dynamics 365 Field Service Mobile application,https://docs.microsoft.com/en-us/learn/modules/configure-field-service-mobile/,8,270,1864,58.95%,190,56,58,,42.608333333333334,18.937037037037037,72,5,4,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Get started with Microsoft Dynamics 365 Field Service Mobile,https://docs.microsoft.com/en-us/learn/modules/implement-get-started-with-microsoft-dynamics-365-for-field-service-mobile/,8,148,852,25.64%,78,10,9,,17.070555555555554,13.84099099099099,72,5,1,,,dynamics-365;dynamics-field-service,functional-consultant,intermediate,dbeasley,DaveBeasley
Improve your cloud security posture with Azure Security Center,https://docs.microsoft.com/en-us/learn/modules/m365-security-azure-security-center/,7,278,1052,40.00%,140,28,29,,20.274166666666666,8.751438848920863,72,4,3,,,azure;azure-security-center;azure-sentinel,administrator,intermediate,beccarobins,beccarobins
Introduction to GitHub,https://docs.microsoft.com/en-us/learn/modules/introduction-to-github/,5,8607,36923,34.26%,6215,1061,1046,11,774.7188888888888,10.825135848470735,72,4.869565217391305,92,,,github;azure,devops-engineer;administrator;developer;solution-architect;student,beginner,thpetche,tpetchel
Prepare for successful cloud adoption with a well-defined strategy,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-strategy/,9,876,6322,71.02%,630,223,240,1,114.15416666666667,15.673340961098399,72,4.916666666666667,12,,,azure;azure-monitor;azure-arc;azure-resource-manager,solution-architect;technology-manager;business-owner;business-analyst;functional-consultant;privacy-manager;risk-practitioner;security-engineer;student,intermediate,bblanch,BrianBlanchard
Protect against threats with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/modules/m365-security-threat-protect/,4,7969,37406,32.79%,7094,1156,996,11,1238.1463888888889,18.731412842494535,72,4.815384615384615,65,,,m365;office-365;m365-threat-protection,administrator,intermediate,beccarobins,beccarobins
Secure your infrastructure with threat modeling,https://docs.microsoft.com/en-us/learn/modules/threat-modeling-enterprise-infrastructure/,6,214,718,30.00%,100,15,14,,20.60527777777778,11.55436137071651,72,,,,,azure;azure-iot-security-center;azure-security-center;m365-security-center;m365-ems-cloud-app-security,administrator;developer;devops-engineer;security-engineer;solution-architect,beginner;intermediate,rodsan,RodrigoSantos
Work with web services in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/work-with-web-services/,15,739,5564,14.34%,503,36,33,1,98.33361111111111,15.989205058717253,72,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Automate Azure tasks using scripts with PowerShell,https://docs.microsoft.com/en-us/learn/modules/automate-azure-tasks-with-powershell/,9,18568,161961,54.52%,15050,4083,4342,23,4547.174166666667,29.536694814333657,71,4.7859649122807015,285,299,207,azure,developer;administrator,beginner,chrvaw,cryophobia
Create custom experiences for agents with the App profile manager in Customer Service,https://docs.microsoft.com/en-us/learn/modules/agents-app-profile-manager/,9,162,1030,48.89%,91,22,23,,20.267222222222223,15.200416666666667,71,5,1,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Create tables in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/get-started-with-powerapps-common-data-service/,8,11721,82398,34.13%,9086,1537,1368,3,2606.1283333333336,26.82581917996226,71,4.63963963963964,111,,,power-platform;power-apps;common-data-service,business-user;functional-consultant;maker,beginner,dbeasley,DaveBeasley
Dank Microsoft Teams und Office 365 im Hybrid- und Fernunterricht in Kontakt bleiben,https://docs.microsoft.com/en-us/learn/modules/dank-microsoft-teams-in-kontakt-bleiben/,15,6,22,NaN,0,0,,,0.03333333333333333,0.6666666666666666,71,,,,,office-teams;office-365;office-onenote,k-12-educator;school-leader,beginner,abdewees,mec-sa
Display collections in Xamarin.Forms apps by using ListView,https://docs.microsoft.com/en-us/learn/modules/display-collections-in-xamarin-forms-apps-with-listview/,7,306,1700,28.57%,238,34,35,,41.34166666666667,16.212418300653596,71,4.8,5,,,xamarin;dotnet;vs,developer,intermediate,adpatrid,patridge
Entity record routing with Omnichannel for Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/modules/entity-record-routing/,6,371,2138,59.85%,265,79,76,,63.90416666666667,20.725675675675674,71,4.666666666666667,3,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate,kschimke,KevSch
Explore Microsoft Compliance Manager,https://docs.microsoft.com/en-us/learn/modules/compmgmt-explore-compliance/,11,741,6166,55.25%,591,163,190,2,76.30055555555556,12.373063063063062,71,5,3,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
Explore the technical architecture of Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/explore-technical-architecture-finance-operations/,8,862,6608,49.39%,666,163,142,1,232.17388888888888,32.547741433021805,71,4.75,8,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate,cstorega,cstorega
Install and configure apps on a session host,https://docs.microsoft.com/en-us/learn/modules/install-configure-apps-session-host/,11,96,884,82.76%,58,24,26,1,7.252222222222223,9.065277777777778,71,,,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Introduction to Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/dynamics-365-commerce-introduction/,7,1283,7012,29.98%,1057,158,116,1,185.27166666666668,17.36921875,71,5,8,,,dynamics-365;dynamics-commerce,business-user,beginner,cstorega,cstorega
Chain Azure Functions together by using input and output bindings,https://docs.microsoft.com/en-us/learn/modules/chain-azure-functions-data-using-bindings/,8,5107,44229,42.74%,4164,883,967,2,1520.8030555555556,35.98114484752892,70,4.8076923076923075,52,74,58,azure;azure-cosmos-db;azure-functions;azure-storage,developer,beginner,robmcm,rmcmurray
Configure Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/implement-configure-microsoft-dynamics-365-for-field-service/,8,813,4812,26.09%,693,90,80,,154.03333333333333,22.81975308641975,70,4.6,5,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Create a language translator application with Unity and Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/modules/create-language-translator-mixed-reality-application-unity-azure-cognitive-services/,9,322,1252,10.39%,154,8,9,,15.465277777777779,5.763457556935818,70,,,5,4,azure;azure-speech;azure-speech-translation;azure-cognitive-services;windows-mixed-reality;mrtk;hololens,developer,beginner,apspeigh,aprilspeight
Define an AI strategy to create business value,https://docs.microsoft.com/en-us/learn/modules/ai-strategy-to-create-business-value/,9,4197,28241,33.39%,3388,566,515,2,409.99055555555555,11.747580388411334,70,4.648148148148148,54,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate,japerena,Adriamen
Deploy and manage DHCP,https://docs.microsoft.com/en-us/learn/modules/deploy-manage-dynamic-host-configuration-protocol/,9,1760,9588,29.32%,1148,168,146,1,219.19694444444445,14.9792900531511,70,5,2,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Enter payments in the cash receipt journal and the payment journal in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/enter-payments-dynamics-365-business-central/,10,861,5594,31.23%,605,94,84,,97.41527777777777,13.624514374514375,70,4.666666666666667,3,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Getting Started with Microsoft Identity,https://docs.microsoft.com/en-us/learn/modules/getting-started-identity/,8,2812,25286,49.67%,1817,450,750,,384.2052777777778,16.442451260104612,70,4.25,8,,,m365;azure-active-directory,developer,intermediate,suzanz,andrewconnell
Implement and manage hybrid identity,https://docs.microsoft.com/en-us/learn/modules/implement-manage-hybrid-identity/,11,3407,27649,43.94%,2777,606,652,11,1111.6205555555555,39.32619889937107,70,4.7368421052631575,38,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement data binding in your Windows 10 application,https://docs.microsoft.com/en-us/learn/modules/implement-data-binding-in-windows-10-app/,8,166,706,12.50%,64,4,4,,17.593055555555555,12.717871485943775,70,,,,,windows,developer,beginner,quradic,QuinnRadich
Intercompany accounting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/intercompany-accounting-dyn365-finance/,7,1152,5338,26.45%,727,96,97,,125.37,13.104878048780488,70,5,7,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Introduction to the development environment for Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/intro-development-environment/,11,782,4360,23.22%,422,49,37,,118.95472222222222,18.25392156862745,70,4.5,2,,,dynamics-365;dynamics-business-central,developer,beginner,kschimke,KevSch
Manage your Dynamics 365 Customer Engagement apps data,https://docs.microsoft.com/en-us/learn/modules/manage-dynamics-365-data/,9,124,478,36.00%,50,9,9,,5.108611111111111,4.943817204301075,70,,,,,dynamics-365;power-platform;dynamics-customer-service,functional-consultant,intermediate,dbeasley,DaveBeasley
Manipulate data by using code in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/manipulate-data-via-code/,9,302,2048,34.26%,216,37,37,,72.33055555555555,28.740618101545255,70,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Migrate on-premises PostgreSQL databases to Azure Database for PostgreSQL,https://docs.microsoft.com/en-us/learn/modules/migrate-on-premises-postgresql-databases/,7,414,1982,54.81%,270,74,77,,29.99138888888889,8.693156199677938,70,5,5,1,1,azure,data-engineer,intermediate,rcaper,wwlpublish
Perform user acceptance testing in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/perform-uat-finance-operations/,9,1303,8232,49.17%,847,207,208,3,178.4738888888889,16.525360082304527,70,4.947368421052632,19,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;solution-architect;developer,intermediate,cstorega,cstorega
Remotely monitor and service equipment with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/modules/remotely-monitor-and-service-customer-equipment/,8,136,594,53.57%,56,15,15,,13.913055555555555,12.276225490196078,70,,,,,dynamics-365;dynamics-field-service;azure;azure-iot-central,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Set up maintenance requests in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/setup-maintenance-asset-management/,8,102,508,75.00%,48,18,17,,6.799722222222222,7.999673202614379,70,,,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Teams en acción… Integrando recursos didácticos desarrollados con Office 365. Webinars Enseñanza Moderna 6/6,https://docs.microsoft.com/en-us/learn/modules/teams-integrando-recursos-didacticos-webinar-6/,15,34,454,71.43%,28,10,10,,1.1536111111111111,4.07156862745098,70,5,3,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Threat detection with Microsoft Sentinel analytics,https://docs.microsoft.com/en-us/learn/modules/analyze-data-in-sentinel/,9,1352,10616,54.68%,1095,298,310,1,288.73,25.741158989598812,70,5,8,,,azure;azure-sentinel,solution-architect,beginner,micrum,micrum
Understand API gateways in a cloud-native ASP.NET Core microservices app,https://docs.microsoft.com/en-us/learn/modules/microservices-apigateway-aspnet-core/,9,1081,4082,23.36%,551,64,69,,76.52833333333334,8.518923933209647,70,4.8,5,,,dotnet;aspnet-core;dotnet-core;azure;azure-container-registry;azure-kubernetes-service,developer;solution-architect,advanced,casoper,CamSoper
دفتر ملاحظات للصفوف من OneNote: دفتر ملاحظات شامل للطلاب لأحد المعلمين,https://docs.microsoft.com/en-us/learn/modules/onenote-class-notebook-teacher-notebook-student/,10,116,1596,52.08%,96,25,27,,7.742222222222222,8.00919540229885,70,5,6,,,office-onenote,k-12-educator,intermediate,abdewees,mec-sa
Configure Teams Phone,https://docs.microsoft.com/en-us/learn/modules/configure-teams-phone-system/,8,698,4560,53.96%,533,143,143,1,115.17555555555556,19.915081652257445,69,5,11,,,m365;office-teams,administrator;network-engineer,advanced,dahans,wwlpublish
Creación de objetos de aprendizaje para el aula con Microsoft Sway. Webinars Enseñanza Moderna 4/6,https://docs.microsoft.com/en-us/learn/modules/creacion-objetos-aprendizaje-para-aula-sway/,15,36,420,66.67%,30,10,10,,3.0655555555555556,10.218518518518518,69,5,4,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Create a UI in Xamarin.Forms apps by using XAML,https://docs.microsoft.com/en-us/learn/modules/create-ui-in-xamarin-forms-apps-with-xaml/,9,1576,9180,24.57%,1056,129,112,1,248.52527777777777,18.99556263269639,69,4.533333333333333,15,,,xamarin;dotnet;vs,developer,beginner,adpatrid,patridge
Create Power BI visuals for Tableau users,https://docs.microsoft.com/en-us/learn/modules/power-bi-tableau-visuals/,11,312,1716,41.57%,178,37,39,,15.712777777777777,6.043376068376069,69,5,1,,,power-platform;power-bi,business-user;maker,beginner,robde,heyrob
Create transactions in e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/create-transactions-e-commerce/,8,235,1086,43.55%,125,27,26,,15.716388888888888,8.05968660968661,69,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate,cstorega,cstorega
Examine the Azure Digital Twins solution development tools and processes,https://docs.microsoft.com/en-us/learn/modules/examine-azure-digital-twins-solution-development-tools-processes/,15,499,4466,30.52%,308,47,54,,86.09777777777778,20.74645247657296,69,4.75,4,,,azure;azure-digital-twins;azure-event-grid;azure-functions;azure-iot-edge;azure-iot-hub;azure-iot-sdk;azure-portal,developer,intermediate,cahowd,wwlpublish
Explore reporting tools in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/explore-reporting-tools-finance-operations/,7,630,3998,44.30%,476,105,104,,229.35861111111112,43.82648619957537,69,4.857142857142857,7,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate,cstorega,cstorega
