Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Use the Microsoft service adoption framework to drive adoption in your enterprise,https://docs.microsoft.com/en-us/learn/paths/m365-service-adoption/,4,1904,10609,7.28%,1759,128,138,1727,18.00588235294118,2291,150,learn-m365.service-adoption,administrator,m365,beginner,teleary,temanteleary
Upgrade Dynamics AX 2012 to Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/upgrade-ax-2012-finance-operations/,6,350,2947,7.25%,193,14,16,1727,18.679190476190477,90,438,learn-dynamics.upgrade-ax-2012-finance-operations,solution-architect;functional-consultant;developer;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate,cstorega,cstorega
Work with NoSQL data in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/work-with-nosql-data-in-azure-cosmos-db/,8,6609,62406,7.24%,1174,85,90,1727,22.884410147778283,6960,363,learn.work-with-nosql-data-in-azure-cosmos-db,developer;data-engineer,azure;azure-cosmos-db;vs-code;azure-portal;azure-clis,beginner,adsteven,adrianstevens
Optimize government operations with Azure,https://docs.microsoft.com/en-us/learn/paths/optimize-government-operations/,4,363,1976,7.23%,83,6,6,1727,11.497750229568412,64,135,learn.azure.optimize-government-operations,business-user,azure;azure-stack-edge;azure-stack-hub;azure-key-vault;azure-application-gateway;azure-active-directory;azure-virtual-network;azure-expressroute;azure-storage;azure-vpn-gateway;azure-sql-database;azure-disk-encryption,beginner,micrum,Adriamen
Get started and use functionality in Microsoft Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/paths/get-started-use-human-resources/,6,340,4002,7.19%,153,11,12,1727,34.66401960784314,55,430,learn-dynamics.get-started-use-human-resources,functional-consultant;business-user,dynamics-365;dynamics-human-resources,beginner,kschimke,KevSch
Define an AI strategy to create business value across industries,https://docs.microsoft.com/en-us/learn/paths/ai-strategy-for-business-value/,7,3010,28154,7.17%,711,51,52,1727,16.306633444075306,1658,334,learn.ai-strategy-for-business-value,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
Manage basic fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-transactions/,3,248,1302,7.14%,70,5,6,1727,11.262365591397849,152,99,learn-dynamics.manage-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Train compute-intensive models with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/train-compute-intensive-models-azure-machine-learning/,3,85,601,7.14%,56,4,4,1727,14.219803921568628,10,101,learn.wwl.train-compute-intensive-models-azure-machine-learning,data-scientist,azure;azure-machine-learning;azure-virtual-machines,advanced,madiepev,wwlpublish
Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-procurement-vendors-dyn365-supply-chain-mgmt/,6,2206,21728,7.10%,915,65,53,1727,38.637979752190994,797,821,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Extend IoT solutions by using Azure Digital Twins,https://docs.microsoft.com/en-us/learn/paths/extend-iot-solutions-by-using-azure-digital-twins/,4,793,6756,7.08%,424,30,31,1727,25.20073560319462,34,212,learn.wwl.extend-iot-solutions-by-using-azure-digital-twins,developer,azure;azure-digital-twins;azure-iot-hub;azure-iot-sdk;azure-portal,intermediate,cahowd,wwlpublish
Migrate SQL workloads to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-sql-workloads-azure/,6,1092,6242,7.04%,554,39,32,1727,13.837851037851038,1920,228,learn.wwl.migrate-sql-workloads-to-azure,administrator;data-engineer;database-administrator;developer;solution-architect,azure-sql-database;azure-virtual-machines;sql-server,intermediate,chtestao,wwlpublish
NVIDIA DeepStream development with Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/nvidia-deepstream-development-with-microsoft-azure/,3,624,2526,7.03%,256,18,20,1727,9.609134615384615,57,180,learn.nvidia-deepstream-development-azure,ai-engineer;data-scientist,azure;azure-iot;azure-container-registry;azure-iot-edge;azure-iot-hub,beginner,pdecarlo,toolboc
Use application development best practices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-application-development-business-central/,7,272,1491,7.03%,128,9,10,1727,11.206188725490197,133,304,learn-dynamics.use-application-development-business-central,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Build and operate machine learning solutions with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/build-operate-machine-learning-solutions-azure-databricks/,10,3386,48010,6.93%,2813,195,212,1727,30.83945166371333,612,260,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,data-scientist,azure-databricks;azure-machine-learning,intermediate,gmalc,wwlpublish
Create and use analytics reports with Power BI,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,136532,812835,6.87%,28265,1942,2058,1727,14.62050557134347,32637,375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,robde,heyrob
Detect and respond to cyber attacks with Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/paths/defender-detect-respond/,5,1068,7612,6.86%,685,47,54,1727,20.712250312109862,334,98,learn-m365.defender-detect-respond,administrator;security-operations-analyst;security-engineer,m365,beginner,beccarobins,beccarobins
Threat Modeling Security Fundamentals,https://docs.microsoft.com/en-us/learn/paths/tm-threat-modeling-fundamentals/,7,1985,13899,6.82%,997,68,78,1727,17.54905961376994,3673,192,learn.security.tm-threat-modeling-fundamentals,administrator;developer;devops-engineer;solution-architect;security-engineer,azure-iot-security-center;azure-iot-security-center,beginner;intermediate,rodsan,rodsan
Create intelligent health bots with Azure Health Bot,https://docs.microsoft.com/en-us/learn/paths/create-bots-azure-health-bot/,9,184,1146,6.82%,88,6,7,1727,10.797282608695653,60,277,learn.create-bots-azure-health-bot,developer,vs,beginner,chnoring,softchris
Implement Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/implement-finance-operations/,25,53285,678474,6.78%,1166,79,71,1727,42.423509117637856,1201,1492,learn-dynamics.implement-finance-operations,functional-consultant;solution-architect;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate,cstorega,cstorega
Responsible bots,https://docs.microsoft.com/en-us/learn/paths/responsible-bots/,3,361,2146,6.77%,133,9,16,1727,11.651154201292705,45,92,learn.responsible-bots,developer;student,azure-bot-service;azure-cognitive-services,beginner,chnoring,softchris
Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,3303,41939,6.75%,578,39,39,1727,48.46112120294681,627,1105,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Post sales and purchase invoices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-sales-purchase-invoices-dynamics-365-business-central/,5,898,4793,6.69%,299,20,22,1727,10.988530066815144,455,224,learn-dynamics.post-sales-purchase-invoices-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Design and configure Microsoft Teams Rooms,https://docs.microsoft.com/en-us/learn/paths/m365-teams-rooms/,8,1370,11193,6.65%,662,44,50,1727,13.564987834549878,1199,267,learn-m365.m365-teams-rooms,administrator,m365;office-teams,intermediate,teleary,temanteleary
Discover the foundation of customizing Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/foundation-customize-business-central/,7,1317,12726,6.63%,362,24,28,1727,26.77039989875981,500,405,learn-dynamics.foundation-customize-business-central,developer,dynamics-365;dynamics-business-central,intermediate;beginner,kschimke,KevSch
Work with different technologies in WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-winautomation-technology/,6,554,2630,6.57%,137,9,11,1727,6.744614921780987,237,306,learn-bizapps.work-winautomation-technology,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
"Empower modern analytics and business intelligence data cultures with Excel, Power BI, MS Teams, and SharePoint",https://docs.microsoft.com/en-us/learn/paths/modern-analytics/,8,9309,50826,6.57%,1827,120,127,1727,13.309925878182405,1143,467,learn-bizapps.modern-analytics,data-analyst;business-analyst,power-bi;power-platform,beginner,robde,heyrob
Unlock customer intent with Dynamics 365 Customer Insights,https://docs.microsoft.com/en-us/learn/paths/build-customer-insights/,7,1680,19420,6.56%,655,43,37,1727,31.118224206349208,760,369,learn-dynamics.build-customer-insights,functional-consultant;business-user;administrator,dynamics-365;dynamics-cust-insights,intermediate,dbeasley,DaveBeasley
Introduction to Secure Network Infrastructure with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-networking-infrastructure/,5,2007,9386,6.55%,168,11,11,1727,13.292492941371865,109,190,learn.secure-networking-infrastructure,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-virtual-wan;azure-private-link,beginner,micrum,micrum
Extend Microsoft 365 – Fundamental,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,4,6872,43318,6.53%,4134,270,305,1727,17.954380093131547,6775,169,learn-m365.m365-extend-fundamental,developer,m365;office-teams;office-sp-framework;office-add-ins,beginner,suzanz,andrewconnell-msft
Microsoft Endpoint Manager fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,8496,94752,6.52%,6270,409,454,1727,28.42986699623352,3100,177,learn.endpoint-manager-fundamentals,administrator,mem,beginner,erikre,Erikre
Use cost accounting in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-cost-accounting-dynamics-365-business-central/,5,331,2662,6.52%,184,12,14,1727,18.401913393756296,404,196,learn-dynamics.use-cost-accounting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
"Administer Power BI, Part 1 - Tenants, governance, collaboration",https://docs.microsoft.com/en-us/learn/paths/administer-power-bi-part-1/,5,1693,12477,6.52%,1043,68,74,1727,15.671264028352038,611,90,learn-bizapps.administer-power-bi-part-1,administrator,power-bi,intermediate,robde,heyrob
Build your tech resilience,https://docs.microsoft.com/en-us/learn/paths/tech-resilience/,9,2070,18203,6.52%,859,56,75,1727,20.944323671497585,587,352,learn.student-evangelism.tech-resilience,developer;student,azure,beginner,chnoring,softchris
Get Started Querying with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/get-started-querying-with-transact-sql/,6,6227,64284,6.48%,3690,239,271,1727,35.652192066805846,2725,340,learn.wwl.get-started-querying-with-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;sql-server;azure-sql-managed-instance;azure-sqlserver-vm;azure-sql-virtual-machines,beginner,kadelane,wwlpublish
Develop apps for Microsoft Teams – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,9,5894,35348,6.39%,1408,90,100,1727,17.292744033480375,3157,623,learn-m365.msteams-associate,developer,m365;office-teams,intermediate,v-johnco,andrewconnell
Get started with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,15119,189402,6.38%,6632,423,425,1727,37.46639107524748,5743,445,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner,cstorega,cstorega
Create cloud native apps with Azure and open-source software,https://docs.microsoft.com/en-us/learn/paths/create-cloud-native-apps-with-azure-open-source/,7,758,5281,6.34%,284,18,20,1727,14.724230430958663,194,518,learn.azure.cna-architect-modern-apps,administrator;developer;solution-architect;student,azure;azure-kubernetes-service;azure-app-service;azure-container-registry;azure-cosmos-db;azure-iot-central;azure-pipelines;github;azure-database-postgresql;azure-monitor;azure-application-insights;azure-active-directory,intermediate,jasdeb,jasallen
Configure and use budgeting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,731,5953,6.30%,571,36,39,1727,23.793707250341996,738,207,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Perform data science with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/perform-data-science-azure-databricks/,12,5689,78061,6.28%,1082,68,72,1727,30.988011952891544,2273,505,learn.wwl.perform-data-science-azure-databricks,data-scientist,azure-databricks,intermediate,b-dstrodtman,b-dstrod
Work with core features in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,1267,14010,6.27%,814,51,54,1727,33.038529334385686,974,458,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,kschimke,KevSch
Active Directory Domain Services,https://docs.microsoft.com/en-us/learn/paths/active-directory-domain-services/,5,8760,70550,6.25%,2720,170,200,1727,29.575578386605784,1997,275,learn.wwl.active-directory-domain-services,administrator;security-engineer;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
SC-400: Implement Information Protection in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,8,4028,40483,6.25%,2225,139,151,1727,33.256276895067856,1105,299,learn.wwl.implement-information-protection,auditor;ip-admin;risk-practitioner,m365-information-protection,intermediate,bneeb,wwlpublish
Configure and manage products and inventory in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,4958,65592,6.18%,1505,93,95,1727,42.934045986284794,1289,651,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Optimize query performance in SQL Server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,3393,18292,6.15%,2829,174,190,1727,18.891546320856666,3467,159,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate,kadelane,wwlpublish
SC-200: Mitigate threats using Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-defender-for-endpoint/,10,7935,98613,6.05%,5783,350,404,1727,37.31143037177063,2398,402,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,security-operations-analyst,windows,intermediate,bneeb,wwlpublish
Learn about the data management foundation in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/data-management-foundation-business-central/,3,516,2848,6.02%,133,8,11,1727,16.90122739018088,179,189,learn-dynamics.data-management-foundation-business-central,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Take your first steps with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-first-steps/,8,42863,516765,5.99%,27815,1667,2023,1727,29.94388905738438,16090,231,learn.languages.csharp-first-steps,developer;student,dotnet,beginner,rotabor,bobtabor-msft
Minecraft: Education Edition: Teacher Academy,https://docs.microsoft.com/en-us/learn/paths/minecraft-teacher-academy/,11,14768,203109,5.95%,8267,492,534,1727,10.903130642831346,538,646,learn.mec.minecraft-teacher-academy,k-12-educator;school-leader,minecraft,advanced,abdewees,mec-sa
Data engineering with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,15,9797,146609,5.93%,5986,355,380,1727,37.73006192371815,4507,617,learn.wwl.data-engineer-azure-databricks,data-engineer,azure-databricks,intermediate,jamesh,wwlpublish
Get started with development in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/development-get-started-business-central/,6,1474,17774,5.93%,1029,61,67,1727,26.699072817729533,610,248,learn-dynamics.development-get-started-business-central,developer,dynamics-365;dynamics-business-central,beginner,kschimke,KevSch
AZ-104: Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,56479,708043,5.88%,45855,2694,2811,1727,28.932019865790824,21509,220,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,cynthist,wwlpublish
Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-prerequisites/,9,60029,647283,5.85%,1590,93,93,1727,31.595348359404067,2593,392,learn.azure-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,cwatson,cwatson-cat
Microsoft Power Platform Fundamentals,https://docs.microsoft.com/en-us/learn/paths/power-plat-fundamentals/,12,121252,1356109,5.79%,43912,2544,2693,1727,35.675174979931604,33485,530,learn-bizapps.wwl.power-plat-fundamentals,business-user,dynamics-365;dynamics-finance-operations;power-platform,beginner,chsims,wwlpublish
Intermediate Bicep,https://docs.microsoft.com/en-us/learn/paths/intermediate-bicep/,5,1369,11674,5.76%,851,49,57,1727,28.787764791818844,38,195,learn.bicep-collaborate,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Build mixed reality digital twins with Azure Digital Twins and Unity,https://docs.microsoft.com/en-us/learn/paths/build-mixed-reality-azure-digital-twins-unity/,4,1155,9362,5.75%,643,37,37,1727,14.083679653679654,312,239,learn.azure.build-mixed-reality-azure-digital-twins-unity,developer;business-owner;student;technology-manager,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,beginner,jejacks,JBrentJ
Deploy and manage identity infrastructure,https://docs.microsoft.com/en-us/learn/paths/deploy-manage-identity-infrastructure/,6,7762,74673,5.63%,2964,167,206,1727,34.193788113029285,317,367,learn.wwl.deploy-manage-identity-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Build and operate machine learning solutions with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/build-ai-solutions-with-azure-ml-service/,15,7678,134326,5.57%,5294,295,295,1727,45.505500564383084,9067,647,learn.data-ai.build-ai-solutions-with-azure-ml-service,data-scientist;student,azure;azure-machine-learning;azure-portal,intermediate,gmalc,wwlpublish
Secure your organization with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/defender-endpoint-fundamentals/,9,3018,29195,5.56%,1978,110,123,1727,23.162602164789043,810,145,learn-m365.m365-defender-endpoint-secure-organization,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner,beccarobins,beccarobins
Learn the application foundation with the AL programming language for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/application-foundation-al-language/,9,2219,25978,5.56%,900,50,53,1727,35.43955986179961,600,505,learn-dynamics.application-foundation-al-language,developer,dynamics-365;dynamics-business-central,intermediate;beginner,kschimke,KevSch
Design effective reports in Power BI,https://docs.microsoft.com/en-us/learn/paths/power-bi-effective/,6,3559,26939,5.51%,2812,155,161,1727,20.945668258874214,826,232,learn-bizapps.power-bi-effective,data-analyst;business-analyst,power-bi,intermediate,robde,heyrob
Learn computing fundamentals with Altair 8800 and Azure Sphere,https://docs.microsoft.com/en-us/learn/paths/altair-azure-sphere-computing-fundamentals/,8,204,1134,5.50%,109,6,7,1727,4.89828431372549,22,199,learn.altair-azure-sphere-computing-fundamentals,student;developer,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,beginner,chnoring,gloveboxes
Deploy 5G services with Azure,https://docs.microsoft.com/en-us/learn/paths/deploy-5g-services/,4,503,2519,5.48%,383,21,22,1727,13.485155732273029,94,142,learn.oxford.deploy-5g-services-with-azure,data-scientist;student,azure;azure-iot;azure-cloud-shell;azure-iot-edge;azure-iot-hub;azure-resource-manager;azure-virtual-machines,beginner,leestott,leestott
Troubleshoot Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,8,3415,30333,5.47%,2342,128,142,1727,24.577003416300634,905,314,learn.wwl.troubleshoot-microsoft-365-teams,support-engineer,m365;office-teams,advanced,cyncarey,wwlpublish
Azure Stack HCI foundations,https://docs.microsoft.com/en-us/learn/paths/azure-stack-hci-foundations/,4,1387,8351,5.46%,788,43,46,1727,24.56300168228791,592,179,learn.azure-stack-hci-foundations,administrator;ai-edge-engineer;business-owner;data-engineer;database-administrator;devops-engineer;privacy-manager;security-engineer;solution-architect;student;technology-manager,azure-stack-hci;azure-stack-hub;azure-stack-edge,beginner,jgerend,JasonGerend
Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,2620,27788,5.41%,351,19,19,1727,45.72972010178117,505,718,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
"Create web apps and services with ASP.NET Core, minimal API, and .NET 6",https://docs.microsoft.com/en-us/learn/paths/aspnet-core-minimal-api/,3,4137,27267,5.41%,2701,146,163,1727,18.738788171783096,704,83,learn.aspnet-core-minimal-api,developer;student,vs;dotnet;aspnet-core;vs-code,beginner,chnoring,softchris
Use multiple currencies in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-multiple-currencies-dynamics-365-business-central/,5,971,4750,5.39%,297,16,17,1727,11.549158942670786,336,184,learn-dynamics.use-multiple-currencies-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Automate administrative tasks by using PowerShell,https://docs.microsoft.com/en-us/learn/paths/powershell/,6,26234,229441,5.35%,4501,241,273,1727,24.718927727376688,2725,177,learn.powershell,student;administrator;developer,vs-code,beginner,chnoring,softchris
Automate processes with Robotic Process Automation and Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/work-automation-flow/,8,19359,113856,5.35%,4800,257,273,1727,11.340858687604387,714,125,learn-bizapps.work-automation-flow,maker;business-user,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
Customize and add advanced features to Xamarin.Forms apps,https://docs.microsoft.com/en-us/learn/paths/customize-your-xamarin-forms-apps/,9,1282,8953,5.33%,338,18,20,1727,17.88473738949558,1758,505,learn-xamarin.customize-your-xamarin-forms-apps,developer,xamarin;dotnet;vs,intermediate,adpatrid,patridge
Extend Microsoft Viva Connections,https://docs.microsoft.com/en-us/learn/paths/m365-extend-viva-connections/,4,893,5335,5.23%,669,35,39,1727,14.136879432624113,121,95,learn-m365.m365-extend-viva-connections,developer,m365,beginner,wmastyka,waldekmastykarz
Deliver remote desktops and apps with Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,7024,64119,5.22%,4326,226,216,1727,25.71334946848899,4892,335,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate,nedelgad,ndelgado
MS-500 part 1 - Implement and manage identity and access,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,10,9326,150979,5.18%,5075,263,292,1727,47.83456644506398,910,483,learn.wwl.implement-manage-identity-access,administrator;security-engineer;technology-manager,azure-active-directory,intermediate,hrasheed,wwlpublish
Creating your first web apps with React,https://docs.microsoft.com/en-us/learn/paths/react/,3,2466,15924,5.11%,1740,89,106,1727,15.176378751013788,1446,81,learn.react,developer;student,azure-app-service-static;vs-code,beginner;intermediate,chrhar,GeekTrainer
Create machine learning models,https://docs.microsoft.com/en-us/learn/paths/create-machine-learn-models/,5,15195,129506,5.11%,11875,607,633,1727,33.01830207305034,8178,318,learn.wwl.create-machine-learn-models,ai-engineer;data-scientist;developer;student,vs-code;azure,intermediate,jasdeb,jasallen
Gaming accessibility fundamentals,https://docs.microsoft.com/en-us/learn/paths/gaming-accessibility-fundamentals/,5,1844,9200,5.11%,1508,77,87,1727,16.96898047722343,159,229,learn.gaming-accessibility-fundamentals,developer,xbox,beginner,kaitlynjones,kaitlynjones
Introduction to Kubernetes on Azure,https://docs.microsoft.com/en-us/learn/paths/intro-to-kubernetes-on-azure/,6,10937,69833,5.10%,2119,108,119,1727,27.5875697174728,4367,294,learn.intro-to-kubernetes-on-azure,administrator;developer;solution-architect;devops-engineer,azure;azure-kubernetes-service,beginner,nickoman,Nickomang
Working with Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,8,4674,49012,5.06%,2668,135,140,1727,39.893528027385535,2542,476,learn-dynamics.dynamics-365-for-sales,functional-consultant,dynamics-365;dynamics-sales,intermediate,kschimke,KevSch
Build reports for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/build-reports/,10,665,8571,5.04%,377,19,22,1727,30.918521303258146,260,370,learn-dynamics.build-reports,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Predict rocket launch delays with machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-predict-launch-delay-nasa/,3,585,2681,5.00%,300,15,18,1727,12.694472934472934,780,108,learn.student-evangelism.machine-learning-predict-launch-delay-nasa,student;data-scientist,vs-code,beginner,sguthals,sguthals
Discover the role of Python in space exploration,https://docs.microsoft.com/en-us/learn/paths/introduction-python-space-exploration-nasa/,5,2116,14793,4.98%,1105,55,58,1727,11.656104284814115,2231,173,learn.introduction-python-space-exploration-nasa,student;data-scientist,vs-code,beginner,sguthals,drguthals
Architect solutions for Dynamics 365 and Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/become-solution-architect/,5,3953,24767,4.97%,2658,132,137,1727,20.91037186946623,3891,246,learn-dynamics.become-solution-architect,solution-architect,dynamics-365;power-platform,advanced,dbeasley,DaveBeasley
Stay current with Windows devices and Microsoft 365 Apps,https://docs.microsoft.com/en-us/learn/paths/m365-stay-current/,3,2917,12745,4.95%,1658,82,89,1727,6.846371843217918,3293,135,learn-m365.m365-stay-current,administrator,m365;windows;office-365,intermediate,teleary,temanteleary
Get Started with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,2698,17853,4.93%,1724,85,89,1727,19.739189523103533,1633,188,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate,dbeasley,DaveBeasley
Build applications with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/build-applications-with-azure-devops/,5,8965,63706,4.93%,3612,178,182,1727,26.062106339468304,7416,363,learn.azdo.build-applications-with-azure-devops,devops-engineer;administrator;developer,azure;azure-devops,intermediate,sdanie,steved0x
Operate and maintain Azure Stack HCI,https://docs.microsoft.com/en-us/learn/paths/operate-maintain-azure-stack-hci/,4,354,1930,4.92%,244,12,12,1727,13.07057438794727,100,214,learn.wwl.operate-maintain-azure-stack-hci,devops-engineer;security-engineer;solution-architect;student;technology-manager,azure,intermediate,tonyj,wwlpublish
Windows Server Hyper-V and Virtualization,https://docs.microsoft.com/en-us/learn/paths/windows-server-hyper-v-virtualization/,6,2588,19653,4.91%,1079,53,67,1727,22.21543663060278,1145,311,learn.wwl.windows-server-hyper-v-virtualization,administrator;security-engineer;solution-architect,windows-server,intermediate,tonyj,wwlpublish
