Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Introduction to developing with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,1806,25454,8.02%,1122,90,97,1719,51.7187246216316,1249,530,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner,cstorega,cstorega
Create surveys with Dynamics 365 Customer Voice,https://docs.microsoft.com/en-us/learn/paths/create-surveys/,6,1139,9896,8.02%,524,42,41,1719,17.823002633889377,466,258,learn-dynamics.create-surveys,functional-consultant;business-user,dynamics-365;customer-voice,intermediate,dbeasley,DaveBeasley
SC-400: Implement Information Protection in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,8,3484,35477,8.01%,1797,144,163,1719,26.84504879448909,1005,299,learn.wwl.implement-information-protection,auditor;ip-admin;risk-practitioner,m365-information-protection,intermediate,bneeb,wwlpublish
Learn how Microsoft safeguards customer data,https://docs.microsoft.com/en-us/learn/paths/audit-safeguard-customer-data/,13,2556,16525,7.99%,538,43,40,1719,10.616562336984872,748,358,learn-m365.audit-safeguard-customer-data,auditor;privacy-manager;risk-practitioner,m365,beginner,beccarobins,NamrahK
Discover the foundation of customizing Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/foundation-customize-business-central/,7,1084,9840,7.99%,288,23,17,1719,25.422340098400984,477,405,learn-dynamics.foundation-customize-business-central,developer,dynamics-365;dynamics-business-central,intermediate;beginner,kschimke,KevSch
Deploy and configure Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-dynamics-365-business-central/,8,2402,35482,7.96%,1306,104,102,1719,39.06733971690258,1415,464,learn-dynamics.deploy-configure-dynamics-365-business-central,functional-consultant;administrator;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Cloud-native security operations with Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/paths/security-ops-sentinel/,7,4401,38842,7.96%,1156,92,100,1719,25.909429675073845,1476,379,learn.security-ops-sentinel,administrator;devops-engineer;security-engineer;solution-architect,azure;azure-sentinel,beginner,micrum,micrum
Configure and manage products and inventory in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,4305,56955,7.95%,1320,105,92,1719,43.48524970963995,1243,651,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Build Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/build-finance-operations/,12,2754,42840,7.95%,1120,89,100,1719,104.30191236988622,1262,805,learn-dynamics.build-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner,cstorega,cstorega
"Configure and use cash and bank management, and sales tax in Dynamics 365 Finance",https://docs.microsoft.com/en-us/learn/paths/configure-use-cash-bank-management-tax-dyn365-finance/,5,1220,10372,7.88%,406,32,37,1719,26.670040983606558,741,451,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Work with Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/work-asset-management-dyn365-supply-chain-mgmt/,12,728,7696,7.88%,203,16,17,1719,24.375778388278388,588,792,learn-dynamics.work-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Design your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/design-microsoft-365-tenant/,6,3401,44053,7.81%,2933,229,261,1719,44.38269136528472,599,245,learn.wwl.design-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-prerequisites/,9,58288,636252,7.79%,1502,117,110,1719,31.48512501143746,2489,392,learn.azure-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,cwatson,cwatson-cat
Create financial reports in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-financial-reports-dynamics-365-business-central/,5,876,5576,7.78%,257,20,20,1719,14.584703196347032,506,224,learn-dynamics.create-financial-reports-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Deploy and extend Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/deploy-dynamics-365-commerce/,6,451,3355,7.76%,116,9,9,1719,18.591389504804138,185,533,learn-dynamics.deploy-dynamics-365-commerce,functional-consultant;solution-architect;developer;administrator,dynamics-365;dynamics-commerce,beginner,cstorega,cstorega
Microsoft Endpoint Manager fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,7948,85749,7.75%,5009,388,433,1719,27.831609629256835,2677,177,learn.endpoint-manager-fundamentals,administrator,mem,beginner,erikre,Erikre
Create and use analytics reports with Power BI,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,119022,726934,7.72%,23838,1840,1934,1719,14.632275545697434,30192,375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner,robde,heyrob
Build applications with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/build-applications-with-azure-devops/,5,8638,67121,7.61%,3415,260,262,1719,26.20530215327622,7270,363,learn.azdo.build-applications-with-azure-devops,devops-engineer;administrator;developer,azure;azure-devops,intermediate,thpetche,tpetchel
Advanced Bicep,https://docs.microsoft.com/en-us/learn/paths/advanced-bicep/,3,1078,5901,7.60%,421,32,40,1719,19.837631416202846,9,101,learn.advanced-bicep,developer;administrator;solution-architect,azure;azure-resource-manager,advanced,jodowns,johndowns
Monitor and troubleshoot Windows Server environments,https://docs.microsoft.com/en-us/learn/paths/monitor-troubleshoot-windows-server-environments/,9,4350,36317,7.58%,330,25,29,1719,16.141003831417624,43,438,learn.wwl.monitor-troubleshoot-windows-server-environments,administrator;solution-architect;technology-manager,azure;azure-active-directory;windows-server,intermediate,tonyj,wwlpublish
Implement Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/implement-finance-operations/,25,44160,578708,7.54%,875,66,62,1719,44.38611262077295,1134,1492,learn-dynamics.implement-finance-operations,functional-consultant;solution-architect;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate,cstorega,cstorega
Data engineering with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,15,7804,118243,7.48%,4543,340,363,1719,37.997889970955065,4223,617,learn.wwl.data-engineer-azure-databricks,data-engineer,azure-databricks,intermediate,b-dstrodtman,b-dstrod
Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,2421,25730,7.47%,308,23,22,1719,86.86986093900592,491,718,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Work with accounts payable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-payable-dyn365-finance/,3,934,10644,7.46%,630,47,49,1719,55.447715917202,821,375,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,business-user;functional-consultant,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Get started with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-business-central/,3,5608,48012,7.45%,3867,288,266,1719,20.037193889681408,3179,188,learn-dynamics.get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner,kschimke,KevSch
Use multiple currencies in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-multiple-currencies-dynamics-365-business-central/,5,812,3998,7.43%,269,20,20,1719,12.951498357963874,327,184,learn-dynamics.use-multiple-currencies-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
SC-300: Implement an identity management solution,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,4,8006,82295,7.42%,3759,279,324,1719,35.6027874927138,1532,218,learn.wwl.implement-identity-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,roberts,wwlpublish
"Empower modern analytics and business intelligence data cultures with Excel, Power BI, MS Teams, and SharePoint",https://docs.microsoft.com/en-us/learn/paths/modern-analytics/,8,7796,46424,7.40%,1866,138,153,1719,13.557792457670601,729,467,learn-bizapps.modern-analytics,data-analyst;business-analyst,power-bi;power-platform,beginner,robde,heyrob
Configure and use budgeting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,560,4627,7.35%,422,31,35,1719,30.077857142857145,711,207,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate,cstorega,cstorega
Stay current with Windows devices and Microsoft 365 Apps,https://docs.microsoft.com/en-us/learn/paths/m365-stay-current/,3,2845,13294,7.33%,1500,110,118,1719,8.741031048623316,3134,135,learn-m365.m365-stay-current,administrator,m365;windows;office-365,intermediate,teleary,lizap
Linux on Azure,https://docs.microsoft.com/en-us/learn/paths/azure-linux/,14,126088,1515942,7.21%,3175,229,241,1719,33.94060656049743,2647,577,learn.azure-linux,solution-architect;administrator;developer,azure,beginner,nickwalk,nickwalkmsft
Understand data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/understand-machine-learning/,9,5603,56699,7.21%,1858,134,148,1719,42.83842584329823,613,445,learn.machinelearning.understanding-machine-learning,ai-engineer;data-scientist;developer;student,azure,beginner,jasdeb,jasallen
Run VMware workloads on Azure VMware Solution,https://docs.microsoft.com/en-us/learn/paths/run-vmware-workloads-azure-vmware-solution/,3,509,3004,7.17%,307,22,25,1719,23.175834970530452,129,130,learn.run-vmware-workloads-azure-vmware-solution,solution-architect;administrator,azure;azure-vmware-solution,intermediate,shkuehn,sbkuehn
Predict rocket launch delays with machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-predict-launch-delay-nasa/,3,615,3553,7.14%,322,23,27,1719,9.77970189701897,734,108,learn.student-evangelism.machine-learning-predict-launch-delay-nasa,student;data-scientist,vs-code,beginner,sguthals,sguthals
Build and operate machine learning solutions with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/build-operate-machine-learning-solutions-azure-databricks/,10,2714,39858,7.12%,2360,168,186,1719,33.41250307049865,433,260,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,data-scientist,azure-databricks;azure-machine-learning,intermediate,gmalc,wwlpublish
Architect a data platform in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,40500,423604,7.06%,2109,149,160,1719,27.638069135802468,8689,390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate,jaboes,jboeshart
"Create web apps and services with ASP.NET Core, minimal API, and .NET 6",https://docs.microsoft.com/en-us/learn/paths/aspnet-core-minimal-api/,3,2806,19201,7.06%,1883,133,159,1719,21.991096459966737,367,83,learn.aspnet-core-minimal-api,developer;student,vs;dotnet;aspnet-core;vs-code,beginner,chnoring,softchris
Define an AI strategy to create business value across industries,https://docs.microsoft.com/en-us/learn/paths/ai-strategy-for-business-value/,7,3311,26171,7.03%,1081,76,76,1719,12.571358099265076,1637,334,learn.ai-strategy-for-business-value,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
Work with data in C#,https://docs.microsoft.com/en-us/learn/paths/csharp-data/,5,5038,50571,6.94%,4095,284,343,1719,29.755111155220327,5465,179,learn.languages.csharp-data,developer,dotnet,beginner,rotabor,bobtabor-msft
AZ-400: Define and implement continuous integration,https://docs.microsoft.com/en-us/learn/paths/az-400-define-implement-continuous-integration/,11,12570,106817,6.87%,1412,97,101,1719,27.89804163351896,2318,686,learn.az-400-define-implement-continuous-integration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops;azure-virtual-machines;azure-automation,beginner,thpetche,tpetchel
Intermediate Bicep,https://docs.microsoft.com/en-us/learn/paths/intermediate-bicep/,5,1129,9303,6.85%,672,46,55,1719,26.445497490404488,13,195,learn.bicep-collaborate,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Extending Microsoft Power Platform user experience Model Driven apps,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-model-driven-app/,3,1432,7974,6.84%,453,31,28,1719,17.519797486033518,1553,118,learn-dynamics.extend-power-platform-model-driven-apps,developer,dynamics-365;power-platform;power-apps,intermediate,dbeasley,DaveBeasley
SC-200: Mitigate threats using Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-defender-for-endpoint/,10,7242,85691,6.81%,4785,326,365,1719,32.74710945411028,2144,402,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,security-operations-analyst,windows,intermediate,bneeb,wwlpublish
Customize and add advanced features to Xamarin.Forms apps,https://docs.microsoft.com/en-us/learn/paths/customize-your-xamarin-forms-apps/,9,1279,10854,6.78%,339,23,26,1719,25.429841021631482,1729,505,learn-xamarin.customize-your-xamarin-forms-apps,developer,xamarin;dotnet;vs,intermediate,adpatrid,patridge
Create an enterprise-scale architecture in Azure,https://docs.microsoft.com/en-us/learn/paths/enterprise-scale-architecture/,4,886,4880,6.72%,521,35,37,1719,18.067494356659143,1275,166,learn.azure.enterprise-scale-architecture,solution-architect,azure,beginner,jaboes,jboeshart
Build custom connectors for Power Automate,https://docs.microsoft.com/en-us/learn/paths/build-custom-connectors/,7,871,5259,6.69%,344,23,26,1719,14.969766551856104,228,259,learn-bizapps.build-custom-connectors,maker,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
AZ-400: Develop a Site Reliability Engineering (SRE) strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-sre-strategy/,8,10337,88315,6.68%,1483,99,111,1719,20.864772177614395,1887,466,learn.az-400-develop-sre-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-monitor;azure-load-balancer;azure-virtual-machines,beginner,thpetche,tpetchel
Get started with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,13158,163740,6.66%,5469,364,350,1719,44.63985534782388,5454,445,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner,cstorega,cstorega
Perform data science with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/perform-data-science-azure-databricks/,12,4473,62564,6.61%,862,57,68,1719,32.425206796333555,2179,505,learn.wwl.perform-data-science-azure-databricks,data-scientist,azure-databricks,intermediate,b-dstrodtman,b-dstrod
Windows Server file servers and storage management,https://docs.microsoft.com/en-us/learn/paths/windows-server-file-servers-storage-management/,6,2225,13551,6.58%,730,48,58,1719,12.375176029962546,834,295,learn.wwl.windows-server-file-servers-storage-management,administrator;security-engineer;solution-architect,windows-server,intermediate,tonyj,wwlpublish
Deploy and manage identity infrastructure,https://docs.microsoft.com/en-us/learn/paths/deploy-manage-identity-infrastructure/,6,6873,62494,6.52%,2379,155,182,1719,30.491049517435375,130,367,learn.wwl.deploy-manage-identity-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Cloud computing basics for developers,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-developer-basics/,6,1969,16825,6.45%,1086,70,76,1719,19.82738276620958,2215,413,learn.cmu-cloud-computing.cmu-cloud-computing-basics,developer;student,azure,beginner;intermediate,chnoring,softchris
AZ-104: Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,46609,563680,6.41%,36898,2366,2492,1719,29.814965636107477,19985,220,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,cynthist,wwlpublish
Reduce risk with Microsoft Compliance Manager,https://docs.microsoft.com/en-us/learn/paths/compmgmt/,3,667,4734,6.34%,284,18,18,1719,10.33263368315842,352,145,learn-m365.compmgmt,administrator,m365;office-365,intermediate,beccarobins,ericweisberg
Optimize query performance in SQL Server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,3487,19998,6.30%,2843,179,196,1719,20.239212312398433,3235,159,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate,kadelane,wwlpublish
Develop apps for Microsoft Teams – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,8,5707,78572,6.24%,1331,83,93,1719,19.61007242567607,3092,559,learn-m365.msteams-associate,developer,m365;office-teams,intermediate,suzanz,andrewconnell-msft
Build reports for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/build-reports/,10,616,6943,6.21%,290,18,17,1719,23.945454545454545,238,370,learn-dynamics.build-reports,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Classify space rocks by using Python and artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/classify-space-rocks-artificial-intelligence-nasa/,4,527,4090,6.12%,376,23,26,1719,11.795857052498418,1315,116,learn.classify-space-rocks-artificial-intelligence-nasa,student;data-scientist,vs-code,beginner,sguthals,drguthals
Architect solutions for Dynamics 365 and Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/become-solution-architect/,5,3416,22147,6.10%,2277,139,148,1719,20.050878220140515,3795,246,learn-dynamics.become-solution-architect,solution-architect,dynamics-365;power-platform,advanced,dbeasley,DaveBeasley
Microsoft Power Platform Fundamentals,https://docs.microsoft.com/en-us/learn/paths/power-plat-fundamentals/,12,100111,1174176,6.09%,38049,2319,2477,1719,38.15829063073322,31326,530,learn-bizapps.wwl.power-plat-fundamentals,business-user,dynamics-365;dynamics-finance-operations;power-platform,beginner,chsims,wwlpublish
Introduction to Kubernetes on Azure,https://docs.microsoft.com/en-us/learn/paths/intro-to-kubernetes-on-azure/,6,11124,71292,6.01%,1962,118,132,1719,26.489214011746373,4191,294,learn.intro-to-kubernetes-on-azure,administrator;developer;solution-architect;devops-engineer,azure;azure-kubernetes-service,beginner,jaboes,jboeshart
Interface with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/interface-with-business-central/,5,904,7517,5.97%,268,16,17,1719,18.158536135693215,234,259,learn-dynamics.interface-with-business-central,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
"Administer Power BI, Part 2 - Premium, Power BI embedded, automation",https://docs.microsoft.com/en-us/learn/paths/administer-power-bi-part-2/,4,1346,7339,5.96%,805,48,52,1719,10.96552748885587,507,75,learn-bizapps.administer-power-bi-part-2,administrator,power-bi,intermediate,robde,heyrob
Creating your first web apps with React,https://docs.microsoft.com/en-us/learn/paths/react/,3,2394,15865,5.95%,1613,96,109,1719,13.88835282651072,1276,81,learn.react,developer;student,azure-app-service-static;vs-code,beginner;intermediate,chrhar,GeekTrainer
Work with Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/paths/work-sales-insights/,3,494,5393,5.94%,219,13,13,1719,24.765856950067477,390,260,learn-dynamics.work-sakes-insights,functional-consultant;business-user,dynamics-365;dynamics-sales;dynamics-sales-insights,intermediate,dbeasley,DaveBeasley
SAP certified offerings for Azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,1134,7958,5.91%,897,53,57,1719,19.548427395649618,1826,189,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner,bradj,wwlpublish
Cloud developer,https://docs.microsoft.com/en-us/learn/paths/cmu-developer/,20,3679,32499,5.87%,341,20,21,1719,18.342425477937844,244,1341,learn.cmu-cloud-admin.cloud-developer,administrator;student,azure,beginner,chnoring,softchris
Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,2920,34359,5.86%,529,31,30,1719,81.9180707762557,604,1105,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Develop with Azure Digital Twins,https://docs.microsoft.com/en-us/learn/paths/develop-azure-digital-twins/,4,396,4140,5.84%,257,15,17,1719,27.458207070707072,449,218,learn.azure.develop-azure-digital-twins,developer,azure;azure-iot;azure-time-series-insights;azure-iot-hub;azure-functions;azure-event-grid;azure-event-hubs;azure-digital-twins,intermediate;advanced,rabayoum,raniabayoumy
Explore space with Python and Visual Studio Code; inspired by Netflix's Over the Moon,https://docs.microsoft.com/en-us/learn/paths/explore-space-using-python/,3,1058,6142,5.83%,669,39,45,1719,11.122085696282294,1380,129,learn.explore-space-using-python,data-scientist;developer;student,azure-custom-vision;vs-code,beginner,sguthals,sguthals
Active Directory Domain Services,https://docs.microsoft.com/en-us/learn/paths/active-directory-domain-services/,5,7512,59275,5.78%,2233,129,152,1719,27.4936878771743,1707,275,learn.wwl.active-directory-domain-services,administrator;security-engineer;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Introduction to Azure IoT,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-iot/,6,2074,16039,5.75%,957,55,59,1719,22.418354226936675,4886,198,learn.introduction-to-azure-iot,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate,pacorte,AltaOhms
Working with Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,8,4561,49197,5.73%,2620,150,153,1719,41.145172842212965,2449,461,learn-dynamics.dynamics-365-for-sales,functional-consultant,dynamics-365;dynamics-sales,intermediate,kschimke,KevSch
Deploy 5G services with Azure,https://docs.microsoft.com/en-us/learn/paths/deploy-5g-services/,4,481,2291,5.65%,354,20,20,1719,10.031635481635481,78,142,learn.oxford.deploy-5g-services-with-azure,data-scientist;student,azure;azure-iot;azure-cloud-shell;azure-iot-edge;azure-iot-hub;azure-resource-manager;azure-virtual-machines,beginner,leestott,leestott
Build and operate machine learning solutions with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/build-ai-solutions-with-azure-ml-service/,15,6747,110486,5.63%,4564,257,268,1719,43.25274442962304,8831,647,learn.data-ai.build-ai-solutions-with-azure-ml-service,data-scientist;student,azure;azure-machine-learning;azure-portal,intermediate,gmalc,wwlpublish
Get started with development in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/development-get-started-business-central/,6,1038,11836,5.61%,713,40,44,1719,23.25539499036609,563,248,learn-dynamics.development-get-started-business-central,developer,dynamics-365;dynamics-business-central,beginner,kschimke,KevSch
Take your first steps with F#,https://docs.microsoft.com/en-us/learn/paths/fsharp-first-steps/,5,1474,11968,5.48%,803,44,64,1719,14.040909090909091,287,102,learn.languages.fsharp-first-steps,developer;student,dotnet,beginner,chnoring,softchris
Configure and use the general ledger in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-general-ledger-dyn365-finance/,9,5892,75478,5.47%,1609,88,79,1719,44.36447159990948,1359,810,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,beginner,cstorega,cstorega
Architect network infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,15835,207255,5.44%,6415,349,296,1719,39.44497737080307,15744,566,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,jaboes,jboeshart
Secure your organization with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/defender-endpoint-fundamentals/,9,2368,24070,5.42%,1586,86,100,1719,24.893454391891893,659,145,learn-m365.m365-defender-endpoint-secure-organization,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner,beccarobins,lizap
Create serverless applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,23065,288744,5.40%,12802,691,709,1719,38.234860177758506,17271,517,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,adsteven,adrianstevens
MS-500 part 1 - Implement and manage identity and access,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,10,8008,121518,5.35%,4241,227,261,1719,46.316939310689314,622,483,learn.wwl.implement-manage-identity-access,administrator;security-engineer;technology-manager,azure-active-directory,intermediate,hrasheed,wwlpublish
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-admin-basics/,3,1369,7615,5.35%,916,49,57,1719,16.151680058436813,2980,206,learn.cmu-cloud-admin.cmu-cloud-admin-basics,administrator;student,azure,beginner,chnoring,softchris
Take your first steps with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-first-steps/,8,36288,424584,5.34%,23663,1263,1533,1719,29.852793393592005,14903,231,learn.languages.csharp-first-steps,developer;student,dotnet,beginner,rotabor,bobtabor-msft
Windows Server Hyper-V and Virtualization,https://docs.microsoft.com/en-us/learn/paths/windows-server-hyper-v-virtualization/,6,2167,17835,5.27%,948,50,60,1719,22.45250730656822,1052,311,learn.wwl.windows-server-hyper-v-virtualization,administrator;security-engineer;solution-architect,windows-server,intermediate,tonyj,wwlpublish
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://docs.microsoft.com/en-us/learn/paths/monitor-usage-performance-availability-resources-azure-monitor/,7,7834,103200,5.26%,456,24,25,1719,34.07799123478853,188,331,learn.monitor-usage-performance-availability-resources-azure-monitor,solution-architect;administrator,azure;azure-monitor,beginner,nedelgad,ndelgado
Extend Microsoft Viva Connections,https://docs.microsoft.com/en-us/learn/paths/m365-extend-viva-connections/,4,944,5445,5.26%,704,37,44,1719,17.267496468926552,93,95,learn-m365.m365-extend-viva-connections,developer,m365,beginner,wmastyka,waldekmastykarz
Scale AI in your organization,https://docs.microsoft.com/en-us/learn/paths/scale-ai-organizations/,2,687,2882,5.21%,211,11,12,1719,12.238112566715186,369,86,learn.scale-ai-organizations,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
Automate a business process using Power Automate,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,7,42990,241760,5.17%,19055,986,698,1719,14.923828797394743,11703,297,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner,kschimke,KevSch
Automate administrative tasks by using PowerShell,https://docs.microsoft.com/en-us/learn/paths/powershell/,6,21680,186707,5.15%,3437,177,208,1719,25.35532902829028,2336,177,learn.powershell,student;administrator;developer,vs-code,beginner,chnoring,softchris
