Order,ModuleUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,Month,Year
493,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-server-relational-data/,learn.migrate-sql-server-relational-data,/learn/modules/migrate-sql-server-relational-data/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Migrate your relational data stored in SQL Server to Azure SQL Database,8,"1,146","8,517",61.94%,875,542,590,,410.86694439999997,21.51135835,84,4.516129032,31,,,azure;azure-sql-database;azure-migrate,solution-architect;administrator,beginner,9,2021
494,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-server-relational-data/,learn.migrate-sql-server-relational-data,/learn/modules/migrate-sql-server-relational-data/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Migrate your relational data stored in SQL Server to Azure SQL Database,8,"1,146","8,517",61.94%,875,542,590,,410.86694439999997,21.51135835,84,4.516129032,31,,,azure;azure-sql-database;azure-migrate,solution-architect;administrator,beginner,9,2021
495,https://docs.microsoft.com/en-us/learn/modules/develop-app-that-queries-azure-sql/,learn.develop-app-that-queries-azure-sql,/learn/modules/develop-app-that-queries-azure-sql/,az-203,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,Develop and configure an ASP.NET application that queries an Azure SQL database,6,868,"5,138",67.37%,668,450,490,,217.0688889,15.0047619,50,4.421052632,19,281,223,azure;azure-sql-database,solution-architect,beginner,9,2021
496,https://docs.microsoft.com/en-us/learn/modules/develop-app-that-queries-azure-sql/,learn.develop-app-that-queries-azure-sql,/learn/modules/develop-app-that-queries-azure-sql/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Develop and configure an ASP.NET application that queries an Azure SQL database,6,868,"5,138",67.37%,668,450,490,,217.0688889,15.0047619,50,4.421052632,19,281,223,azure;azure-sql-database,solution-architect,beginner,9,2021
497,https://docs.microsoft.com/en-us/learn/modules/develop-app-that-queries-azure-sql/,learn.develop-app-that-queries-azure-sql,/learn/modules/develop-app-that-queries-azure-sql/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Develop and configure an ASP.NET application that queries an Azure SQL database,6,868,"5,138",67.37%,668,450,490,,217.0688889,15.0047619,50,4.421052632,19,281,223,azure;azure-sql-database,solution-architect,beginner,9,2021
498,https://docs.microsoft.com/en-us/learn/modules/develop-app-that-queries-azure-sql/,learn.develop-app-that-queries-azure-sql,/learn/modules/develop-app-that-queries-azure-sql/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Develop and configure an ASP.NET application that queries an Azure SQL database,6,868,"5,138",67.37%,668,450,490,,217.0688889,15.0047619,50,4.421052632,19,281,223,azure;azure-sql-database,solution-architect,beginner,9,2021
499,https://docs.microsoft.com/en-us/learn/modules/develop-app-that-queries-azure-sql/,learn.develop-app-that-queries-azure-sql,/learn/modules/develop-app-that-queries-azure-sql/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Develop and configure an ASP.NET application that queries an Azure SQL database,6,868,"5,138",67.37%,668,450,490,,217.0688889,15.0047619,50,4.421052632,19,281,223,azure;azure-sql-database,solution-architect,beginner,9,2021
500,https://docs.microsoft.com/en-us/learn/modules/intro-to-postgres/,learn.create-azure-db-for-postgresql,/learn/modules/intro-to-postgres/,az-203,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,Introduction to Azure Database for PostgreSQL,7,622,"3,351",55.85%,410,229,231,,121.06055559999999,11.6778671,20,4.7647058819999994,17,,,azure;azure-database-postgresql,administrator;developer;solution-architect;student,beginner,9,2021
501,https://docs.microsoft.com/en-us/learn/modules/scale-sql-databases-elastic-pools/,learn.azure-scale-azure-sql-dbs-elastic-pools,/learn/modules/scale-sql-databases-elastic-pools/,az-203,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,Scale multiple Azure SQL Databases with SQL elastic pools,7,"1,013","6,778",66.08%,793,524,573,3.0,256.90972220000003,15.21676538,39,4.5,24,369,341,azure;azure-portal;azure-sql-database,developer;solution-architect,beginner,9,2021
502,https://docs.microsoft.com/en-us/learn/modules/scale-sql-databases-elastic-pools/,learn.azure-scale-azure-sql-dbs-elastic-pools,/learn/modules/scale-sql-databases-elastic-pools/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Scale multiple Azure SQL Databases with SQL elastic pools,7,"1,013","6,778",66.08%,793,524,573,3.0,256.90972220000003,15.21676538,39,4.5,24,369,341,azure;azure-portal;azure-sql-database,developer;solution-architect,beginner,9,2021
503,https://docs.microsoft.com/en-us/learn/modules/scale-sql-databases-elastic-pools/,learn.azure-scale-azure-sql-dbs-elastic-pools,/learn/modules/scale-sql-databases-elastic-pools/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Scale multiple Azure SQL Databases with SQL elastic pools,7,"1,013","6,778",66.08%,793,524,573,3.0,256.90972220000003,15.21676538,39,4.5,24,369,341,azure;azure-portal;azure-sql-database,developer;solution-architect,beginner,9,2021
504,https://docs.microsoft.com/en-us/learn/modules/scale-sql-databases-elastic-pools/,learn.azure-scale-azure-sql-dbs-elastic-pools,/learn/modules/scale-sql-databases-elastic-pools/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Scale multiple Azure SQL Databases with SQL elastic pools,7,"1,013","6,778",66.08%,793,524,573,3.0,256.90972220000003,15.21676538,39,4.5,24,369,341,azure;azure-portal;azure-sql-database,developer;solution-architect,beginner,9,2021
505,https://docs.microsoft.com/en-us/learn/modules/scale-sql-databases-elastic-pools/,learn.azure-scale-azure-sql-dbs-elastic-pools,/learn/modules/scale-sql-databases-elastic-pools/,az-300,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,Scale multiple Azure SQL Databases with SQL elastic pools,7,"1,013","6,778",66.08%,793,524,573,3.0,256.90972220000003,15.21676538,39,4.5,24,369,341,azure;azure-portal;azure-sql-database,developer;solution-architect,beginner,9,2021
506,https://docs.microsoft.com/en-us/learn/modules/store-app-data-with-azure-blob-storage/,learn.store-app-data-with-azure-blob-storage,/learn/modules/store-app-data-with-azure-blob-storage/,az-203,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,Store application data with Azure Blob storage,8,"4,390","47,693",38.77%,"3,740","1,450","1,618",,1756.2994440000002,24.00409263,50,4.621359223,103,"2,939","2,303",azure;azure-storage,developer,beginner,9,2021
507,https://docs.microsoft.com/en-us/learn/modules/store-app-data-with-azure-blob-storage/,learn.store-app-data-with-azure-blob-storage,/learn/modules/store-app-data-with-azure-blob-storage/,az-203,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,Store application data with Azure Blob storage,8,"4,390","47,693",38.77%,"3,740","1,450","1,618",,1756.2994440000002,24.00409263,50,4.621359223,103,"2,939","2,303",azure;azure-storage,developer,beginner,9,2021
508,https://docs.microsoft.com/en-us/learn/modules/store-app-data-with-azure-blob-storage/,learn.store-app-data-with-azure-blob-storage,/learn/modules/store-app-data-with-azure-blob-storage/,az-203,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,Store application data with Azure Blob storage,8,"4,390","47,693",38.77%,"3,740","1,450","1,618",,1756.2994440000002,24.00409263,50,4.621359223,103,"2,939","2,303",azure;azure-storage,developer,beginner,9,2021
509,https://docs.microsoft.com/en-us/learn/modules/top-5-security-items-to-consider/,learn.top-5-security-items-to-consider,/learn/modules/top-5-security-items-to-consider/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Top 5 security items to consider before pushing to production,7,"3,715","25,121",67.33%,"2,948","1,985","2,160",26.0,1239.855556,20.02458502,45,4.7352941180000006,136,,,azure;azure-key-vault,developer;administrator;security-engineer,intermediate,9,2021
510,https://docs.microsoft.com/en-us/learn/modules/top-5-security-items-to-consider/,learn.top-5-security-items-to-consider,/learn/modules/top-5-security-items-to-consider/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Top 5 security items to consider before pushing to production,7,"3,715","25,121",67.33%,"2,948","1,985","2,160",26.0,1239.855556,20.02458502,45,4.7352941180000006,136,,,azure;azure-key-vault,developer;administrator;security-engineer,intermediate,9,2021
511,https://docs.microsoft.com/en-us/learn/modules/configure-security-policies-to-manage-data/,learn.azure-security.configure-security-policies-to-manage-data,/learn/modules/configure-security-policies-to-manage-data/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Configure security policies to manage data,6,"1,372","8,025",71.53%,"1,008",721,798,1.0,471.52611110000004,20.62067541,39,4.833333333,24,414,397,azure,security-engineer,beginner,9,2021
512,https://docs.microsoft.com/en-us/learn/modules/configure-security-policies-to-manage-data/,learn.azure-security.configure-security-policies-to-manage-data,/learn/modules/configure-security-policies-to-manage-data/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Configure security policies to manage data,6,"1,372","8,025",71.53%,"1,008",721,798,1.0,471.52611110000004,20.62067541,39,4.833333333,24,414,397,azure,security-engineer,beginner,9,2021
513,https://docs.microsoft.com/en-us/learn/modules/configure-and-manage-azure-key-vault/,learn.azure-security.configure-and-manage-azure-key-vault,/learn/modules/configure-and-manage-azure-key-vault/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Configure and manage secrets in Azure Key Vault,6,"2,176","12,124",62.36%,"1,618","1,009","1,076",2.0,582.6286111000001,16.06512714,29,4.733333333,45,629,563,azure,administrator;security-engineer,beginner,9,2021
514,https://docs.microsoft.com/en-us/learn/modules/configure-and-manage-azure-key-vault/,learn.azure-security.configure-and-manage-azure-key-vault,/learn/modules/configure-and-manage-azure-key-vault/,az-203,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,Configure and manage secrets in Azure Key Vault,6,"2,176","12,124",62.36%,"1,618","1,009","1,076",2.0,582.6286111000001,16.06512714,29,4.733333333,45,629,563,azure,administrator;security-engineer,beginner,9,2021
515,https://docs.microsoft.com/en-us/learn/modules/configure-and-manage-azure-key-vault/,learn.azure-security.configure-and-manage-azure-key-vault,/learn/modules/configure-and-manage-azure-key-vault/,az-400,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-security-compliance-plan/,Configure and manage secrets in Azure Key Vault,6,"2,176","12,124",62.36%,"1,618","1,009","1,076",2.0,582.6286111000001,16.06512714,29,4.733333333,45,629,563,azure,administrator;security-engineer,beginner,9,2021
516,https://docs.microsoft.com/en-us/learn/modules/build-a-web-app-with-mean-on-a-linux-vm/,learn.build-and-run-a-web-application-with-the-mean-stack-on-an-azure-linux-vm,/learn/modules/build-a-web-app-with-mean-on-a-linux-vm/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,Build and run a web application with the MEAN stack on an Azure Linux virtual machine,7,"4,699","30,721",75.96%,"4,030","3,061","3,337",39.0,625.9311111000001,7.992310421,42,4.707865169,178,675,383,azure;azure-virtual-machines;azure-cloud-shell,developer;student,beginner,9,2021
517,https://docs.microsoft.com/en-us/learn/modules/build-a-web-app-with-mean-on-a-linux-vm/,learn.build-and-run-a-web-application-with-the-mean-stack-on-an-azure-linux-vm,/learn/modules/build-a-web-app-with-mean-on-a-linux-vm/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,Build and run a web application with the MEAN stack on an Azure Linux virtual machine,7,"4,699","30,721",75.96%,"4,030","3,061","3,337",39.0,625.9311111000001,7.992310421,42,4.707865169,178,675,383,azure;azure-virtual-machines;azure-cloud-shell,developer;student,beginner,9,2021
518,https://docs.microsoft.com/en-us/learn/modules/publish-azure-web-app-with-visual-studio/,learn.publish-azure-web-app-with-visual-studio,/learn/modules/publish-azure-web-app-with-visual-studio/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Publish a web app to Azure with Visual Studio,8,"2,299","15,854",61.43%,"1,724","1,059","1,142",5.0,487.36888889999994,12.71950123,48,4.576923077,52,538,489,azure;dotnet;aspnet-core;dotnet-core;dotnet-standard,developer;student,beginner,9,2021
519,https://docs.microsoft.com/en-us/learn/modules/publish-azure-web-app-with-visual-studio/,learn.publish-azure-web-app-with-visual-studio,/learn/modules/publish-azure-web-app-with-visual-studio/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Publish a web app to Azure with Visual Studio,8,"2,299","15,854",61.43%,"1,724","1,059","1,142",5.0,487.36888889999994,12.71950123,48,4.576923077,52,538,489,azure;dotnet;aspnet-core;dotnet-core;dotnet-standard,developer;student,beginner,9,2021
520,https://docs.microsoft.com/en-us/learn/modules/prepare-your-dev-environment-for-azure-development/,learn.prepare-azure-dev-environment,/learn/modules/prepare-your-dev-environment-for-azure-development/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Prepare your development environment for Azure development,4,"3,292","15,512",64.54%,"2,967","1,915","1,629",5.0,285.9925,5.2125,28,4.722222222,72,,,azure;vs;vs-code;vs-mac;azure-sdks,developer;student,beginner,9,2021
521,https://docs.microsoft.com/en-us/learn/modules/prepare-your-dev-environment-for-azure-development/,learn.prepare-azure-dev-environment,/learn/modules/prepare-your-dev-environment-for-azure-development/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Prepare your development environment for Azure development,4,"3,292","15,512",64.54%,"2,967","1,915","1,629",5.0,285.9925,5.2125,28,4.722222222,72,,,azure;vs;vs-code;vs-mac;azure-sdks,developer;student,beginner,9,2021
522,https://docs.microsoft.com/en-us/learn/modules/stage-deploy-app-service-deployment-slots/,learn.azure.stage-deploy-app-service-deployment-slots,/learn/modules/stage-deploy-app-service-deployment-slots/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Stage a web app deployment for testing and rollback by using App Service deployment slots,6,"2,321","12,620",61.24%,"1,646","1,008","1,119",5.0,652.2605556,16.86153957,44,4.6444444439999995,45,,,azure;dotnet;aspnet-core;dotnet-core,developer,beginner,9,2021
523,https://docs.microsoft.com/en-us/learn/modules/stage-deploy-app-service-deployment-slots/,learn.azure.stage-deploy-app-service-deployment-slots,/learn/modules/stage-deploy-app-service-deployment-slots/,az-203,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,Stage a web app deployment for testing and rollback by using App Service deployment slots,6,"2,321","12,620",61.24%,"1,646","1,008","1,119",5.0,652.2605556,16.86153957,44,4.6444444439999995,45,,,azure;dotnet;aspnet-core;dotnet-core,developer,beginner,9,2021
524,https://docs.microsoft.com/en-us/learn/modules/serverless-go/,learn.student-evangelism.serverless-go,/learn/modules/serverless-go/,az-203,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,Build serverless apps with Go and custom handlers,8,"2,748","20,767",60.86%,"2,095","1,275","1,451",,823.2263889,17.9743753,26,4.307692308,91,,,vs,developer,beginner,9,2021
