Order,ModuleUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,Month,Year
1498,https://docs.microsoft.com/en-us/learn/modules/m365-detect-respond-security-issues-defender-endpoint/,learn-m365-pr.detect-respond-to-security-issues-using-microsoft-defender-for-endpoint,/learn/modules/m365-detect-respond-security-issues-defender-endpoint/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,Detect and respond to security issues using Microsoft Defender for Endpoint,5,188,975,78.62%,145,114,123,,40.17888889,12.82304965,15,4.75,4,,,m365;m365-security-center;m365-threat-protection,security-operations-analyst;security-engineer;administrator,beginner,9,2021
1499,https://docs.microsoft.com/en-us/learn/modules/manage-data-retention-microsoft-365/,learn.wwl.manage-data-retention-microsoft-365,/learn/modules/manage-data-retention-microsoft-365/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Manage data retention in Microsoft 365 workloads,10,271,"2,073",56.31%,206,116,124,1.0,136.78666669999998,30.28487085,52,5.0,6,,,m365;m365-information-protection,auditor;ip-admin,intermediate,9,2021
1500,https://docs.microsoft.com/en-us/learn/modules/manage-data-retention-microsoft-365/,learn.wwl.manage-data-retention-microsoft-365,/learn/modules/manage-data-retention-microsoft-365/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,Manage data retention in Microsoft 365 workloads,10,271,"2,073",56.31%,206,116,124,1.0,136.78666669999998,30.28487085,52,5.0,6,,,m365;m365-information-protection,auditor;ip-admin,intermediate,9,2021
1501,https://docs.microsoft.com/en-us/learn/modules/manage-data-loss-prevention-polices/,learn.wwl.manage-data-loss-prevention-polices,/learn/modules/manage-data-loss-prevention-polices/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Manage data loss prevention policies and reports in Microsoft 365,9,241,"1,840",61.50%,187,115,121,,95.05722222,23.66569848,48,5.0,4,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,9,2021
1502,https://docs.microsoft.com/en-us/learn/modules/manage-data-loss-prevention-polices/,learn.wwl.manage-data-loss-prevention-polices,/learn/modules/manage-data-loss-prevention-polices/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,Manage data loss prevention policies and reports in Microsoft 365,9,241,"1,840",61.50%,187,115,121,,95.05722222,23.66569848,48,5.0,4,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,9,2021
1503,https://docs.microsoft.com/en-us/learn/modules/create-manage-sensitive-information-types/,learn.wwl.create-manage-sensitive-information-types,/learn/modules/create-manage-sensitive-information-types/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Create and manage sensitive information types,8,393,"3,030",59.63%,322,192,206,,154.9041667,23.64949109,41,4.833333333,6,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,9,2021
1504,https://docs.microsoft.com/en-us/learn/modules/create-manage-sensitive-information-types/,learn.wwl.create-manage-sensitive-information-types,/learn/modules/create-manage-sensitive-information-types/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,Create and manage sensitive information types,8,393,"3,030",59.63%,322,192,206,,154.9041667,23.64949109,41,4.833333333,6,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,9,2021
1505,https://docs.microsoft.com/en-us/learn/modules/apply-manage-sensitivity-labels/,learn.wwl.apply-manage-sensitivity-labels,/learn/modules/apply-manage-sensitivity-labels/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Apply and manage sensitivity labels,8,340,"2,272",60.29%,272,164,174,,103.78277779999999,18.31460784,54,5.0,6,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,9,2021
1506,https://docs.microsoft.com/en-us/learn/modules/apply-manage-sensitivity-labels/,learn.wwl.apply-manage-sensitivity-labels,/learn/modules/apply-manage-sensitivity-labels/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,Apply and manage sensitivity labels,8,340,"2,272",60.29%,272,164,174,,103.78277779999999,18.31460784,54,5.0,6,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,9,2021
1507,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-prevent-data-loss/,learn-m365.m365-compliance-information-prevent-data-loss,/learn/modules/m365-compliance-information-prevent-data-loss/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Prevent data loss in Microsoft 365,10,473,"3,890",54.27%,398,216,208,1.0,197.2602778,25.02244538,41,4.866666667,15,,,m365;office-365,administrator,intermediate,9,2021
1508,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-prevent-data-loss/,learn-m365.m365-compliance-information-prevent-data-loss,/learn/modules/m365-compliance-information-prevent-data-loss/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,Prevent data loss in Microsoft 365,10,473,"3,890",54.27%,398,216,208,1.0,197.2602778,25.02244538,41,4.866666667,15,,,m365;office-365,administrator,intermediate,9,2021
1509,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-manage-records/,learn-m365.m365-compliance-information-manage-records,/learn/modules/m365-compliance-information-manage-records/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Manage records in Microsoft 365,6,293,"1,708",67.39%,230,155,161,,66.38416667,13.594027300000002,46,5.0,6,,,m365;office-365,administrator,intermediate,9,2021
1510,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-manage-records/,learn-m365.m365-compliance-information-manage-records,/learn/modules/m365-compliance-information-manage-records/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,Manage records in Microsoft 365,6,293,"1,708",67.39%,230,155,161,,66.38416667,13.594027300000002,46,5.0,6,,,m365;office-365,administrator,intermediate,9,2021
1511,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-govern-information/,learn-m365.m365-compliance-information-govern-information,/learn/modules/m365-compliance-information-govern-information/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,Govern information in Microsoft 365,8,393,"2,799",59.94%,332,199,207,3.0,169.68722219999998,25.90644614,59,4.777777778,9,,,m365;office-365,administrator,intermediate,9,2021
1512,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-govern-information/,learn-m365.m365-compliance-information-govern-information,/learn/modules/m365-compliance-information-govern-information/,sc-400,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,Govern information in Microsoft 365,8,393,"2,799",59.94%,332,199,207,3.0,169.68722219999998,25.90644614,59,4.777777778,9,,,m365;office-365,administrator,intermediate,9,2021
1513,https://docs.microsoft.com/en-us/learn/modules/plan-implement-privileged-access/,learn.wwl.plan-implement-privileged-access,/learn/modules/plan-implement-privileged-access/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,Plan and implement privileged access,10,430,"3,074",48.41%,347,168,194,,148.91277780000001,20.77852713,59,4.428571429,7,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1514,https://docs.microsoft.com/en-us/learn/modules/plan-implement-privileged-access/,learn.wwl.plan-implement-privileged-access,/learn/modules/plan-implement-privileged-access/,sc-300,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-governance-strategy/,Plan and implement privileged access,10,430,"3,074",48.41%,347,168,194,,148.91277780000001,20.77852713,59,4.428571429,7,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1515,https://docs.microsoft.com/en-us/learn/modules/plan-implement-entitlement-management/,learn.wwl.plan-implement-entitlement-management,/learn/modules/plan-implement-entitlement-management/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,Plan and implement entitlement management,8,482,"2,919",46.91%,405,190,198,,140.6788889,17.51189488,49,5.0,4,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1516,https://docs.microsoft.com/en-us/learn/modules/plan-implement-entitlement-management/,learn.wwl.plan-implement-entitlement-management,/learn/modules/plan-implement-entitlement-management/,sc-300,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-governance-strategy/,Plan and implement entitlement management,8,482,"2,919",46.91%,405,190,198,,140.6788889,17.51189488,49,5.0,4,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1517,https://docs.microsoft.com/en-us/learn/modules/plan-implement-administer-conditional-access/,learn.wwl.plan-implement-administer-conditional-access,/learn/modules/plan-implement-administer-conditional-access/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,"Plan, implement, and administer Conditional Access",14,572,"5,530",48.88%,446,218,249,1.0,298.4372222,31.30460373,60,4.875,8,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1518,https://docs.microsoft.com/en-us/learn/modules/plan-implement-administer-conditional-access/,learn.wwl.plan-implement-administer-conditional-access,/learn/modules/plan-implement-administer-conditional-access/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,"Plan, implement, and administer Conditional Access",14,572,"5,530",48.88%,446,218,249,1.0,298.4372222,31.30460373,60,4.875,8,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1519,https://docs.microsoft.com/en-us/learn/modules/manage-user-authentication/,learn.wwl.manage-user-authentication,/learn/modules/manage-user-authentication/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,Manage user authentication,8,615,"3,877",52.54%,472,248,279,1.0,268.02,26.14829268,48,4.545454545,11,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1520,https://docs.microsoft.com/en-us/learn/modules/manage-user-authentication/,learn.wwl.manage-user-authentication,/learn/modules/manage-user-authentication/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,Manage user authentication,8,615,"3,877",52.54%,472,248,279,1.0,268.02,26.14829268,48,4.545454545,11,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1521,https://docs.microsoft.com/en-us/learn/modules/manage-azure-active-directory-identity-protection/,learn.wwl.manage-azure-ad-identity-protection,/learn/modules/manage-azure-active-directory-identity-protection/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,Manage Azure AD Identity Protection,8,512,"3,356",53.19%,408,217,239,1.0,146.365,17.15214844,45,4.7,10,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1522,https://docs.microsoft.com/en-us/learn/modules/manage-azure-active-directory-identity-protection/,learn.wwl.manage-azure-ad-identity-protection,/learn/modules/manage-azure-active-directory-identity-protection/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,Manage Azure AD Identity Protection,8,512,"3,356",53.19%,408,217,239,1.0,146.365,17.15214844,45,4.7,10,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1523,https://docs.microsoft.com/en-us/learn/modules/implement-manage-hybrid-identity/,learn.wwl.implement-manage-hybrid-identity,/learn/modules/implement-manage-hybrid-identity/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,Implement and manage hybrid identity,11,920,"6,995",41.63%,735,306,342,1.0,533.3169444,34.78153986,70,4.714285714,14,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1524,https://docs.microsoft.com/en-us/learn/modules/implement-manage-hybrid-identity/,learn.wwl.implement-manage-hybrid-identity,/learn/modules/implement-manage-hybrid-identity/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,Implement and manage hybrid identity,11,920,"6,995",41.63%,735,306,342,1.0,533.3169444,34.78153986,70,4.714285714,14,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1525,https://docs.microsoft.com/en-us/learn/modules/implement-manage-external-identities/,learn.wwl.implement-manage-external-identities,/learn/modules/implement-manage-external-identities/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,Implement and manage external identities,12,783,"6,661",51.03%,629,321,355,1.0,355.01194439999995,27.20398042,60,4.85,20,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1526,https://docs.microsoft.com/en-us/learn/modules/implement-manage-external-identities/,learn.wwl.implement-manage-external-identities,/learn/modules/implement-manage-external-identities/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,Implement and manage external identities,12,783,"6,661",51.03%,629,321,355,1.0,355.01194439999995,27.20398042,60,4.85,20,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1527,https://docs.microsoft.com/en-us/learn/modules/create-configure-manage-identities/,learn.wwl.create-configure-manage-identities,/learn/modules/create-configure-manage-identities/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,"Create, configure, and manage identities",11,"1,159","9,094",44.29%,928,411,459,3.0,396.5230556,20.52750935,35,4.733333333,30,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1528,https://docs.microsoft.com/en-us/learn/modules/create-configure-manage-identities/,learn.wwl.create-configure-manage-identities,/learn/modules/create-configure-manage-identities/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,"Create, configure, and manage identities",11,"1,159","9,094",44.29%,928,411,459,3.0,396.5230556,20.52750935,35,4.733333333,30,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced,9,2021
1529,https://docs.microsoft.com/en-us/learn/modules/msteams-webhooks-connectors/,learn-m365.msteams-webhooks-connectors,/learn/modules/msteams-webhooks-connectors/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Connect web services to Microsoft Teams with webhooks and Office 365 Connectors,8,998,"4,821",38.60%,645,249,283,1.0,156.99944440000002,9.438844355,67,4.928571429,14,,,m365;office-teams,developer,intermediate,9,2021
1530,https://docs.microsoft.com/en-us/learn/modules/msteams-teamwork-endpoint/,learn-m365.msteams-teamwork-endpoint,/learn/modules/msteams-teamwork-endpoint/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Microsoft Teams – Use the teamwork Microsoft Graph endpoint,8,443,"3,418",67.42%,356,240,273,2.0,83.02277778,11.24462002,67,4.75,8,,,m365;office-teams,developer,intermediate,9,2021
1531,https://docs.microsoft.com/en-us/learn/modules/msteams-task-modules/,learn-m365.msteams-task-modules,/learn/modules/msteams-task-modules/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Collect Input in Microsoft Teams with Task Modules,8,621,"4,065",53.76%,465,250,288,2.0,125.995,12.17342995,72,4.733333333,15,,,m365;office-teams,developer,intermediate,9,2021
1532,https://docs.microsoft.com/en-us/learn/modules/msteams-sso/,learn-m365.msteams-sso,/learn/modules/msteams-sso/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Microsoft Teams – Authentication and Single Sign-on,8,837,"4,398",46.14%,518,239,270,1.0,132.5686111,9.503126245,75,4.882352941000001,17,,,m365;office-teams,developer,intermediate,9,2021
1533,https://docs.microsoft.com/en-us/learn/modules/msteams-messaging-extensions/,learn-m365.msteams-messaging-extensions,/learn/modules/msteams-messaging-extensions/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Task-oriented interactions in Microsoft Teams with messaging extensions,8,846,"6,115",45.94%,653,300,338,2.0,235.0622222,16.67107959,84,4.526315789,19,,,m365;office-teams,developer,intermediate,9,2021
1534,https://docs.microsoft.com/en-us/learn/modules/msteams-conversation-bots/,learn-m365.msteams-conversation-bots,/learn/modules/msteams-conversation-bots/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Create interactive conversational bots for Microsoft Teams,8,"1,269","6,146",33.71%,804,271,301,1.0,232.27222220000002,10.98213817,72,4.928571429,14,,,m365;office-teams,developer,intermediate,9,2021
1535,https://docs.microsoft.com/en-us/learn/modules/intro-microsoft-teams-apps/,learn-m365.intro-microsoft-teams-apps,/learn/modules/intro-microsoft-teams-apps/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Introduction to building apps for Microsoft Teams,6,"2,622","14,327",40.49%,"2,050",830,870,27.0,578.6788889,13.24207984,39,4.784810127,79,,,m365;office-teams,developer;devops-engineer,beginner;intermediate,9,2021
1536,https://docs.microsoft.com/en-us/learn/modules/intro-microsoft-teams-apps/,learn-m365.intro-microsoft-teams-apps,/learn/modules/intro-microsoft-teams-apps/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,Introduction to building apps for Microsoft Teams,6,"2,622","14,327",40.49%,"2,050",830,870,27.0,578.6788889,13.24207984,39,4.784810127,79,,,m365;office-teams,developer;devops-engineer,beginner;intermediate,9,2021
1537,https://docs.microsoft.com/en-us/learn/modules/embedded-web-experiences/,learn-m365.embedded-web-experiences,/learn/modules/embedded-web-experiences/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,Create embedded web experiences with tabs for Microsoft Teams,8,"1,581","6,631",30.63%,911,279,308,2.0,257.27555559999996,9.763778198999999,83,4.6875,16,,,m365;office-teams,developer,intermediate,9,2021
1538,https://docs.microsoft.com/en-us/learn/modules/optimize-network-traffic/,learn-m365.optimize-network-traffic,/learn/modules/optimize-network-traffic/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Optimize network traffic with Microsoft Graph,8,237,"1,724",57.46%,181,104,114,2.0,97.93361111,24.79331927,69,4.6,5,,,ms-graph;m365,developer,intermediate,9,2021
1539,https://docs.microsoft.com/en-us/learn/modules/optimize-data-usage/,learn-m365.optimize-data-usage,/learn/modules/optimize-data-usage/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Optimize data usage when using Microsoft Graph with query parameters,8,572,"3,095",24.47%,515,126,133,1.0,179.9655556,18.87750583,35,4.8,5,,,ms-graph;m365,developer,intermediate,9,2021
1540,https://docs.microsoft.com/en-us/learn/modules/msgraph-changenotifications-trackchanges/,learn-m365.msgraph-changenotifications-trackchanges,/learn/modules/msgraph-changenotifications-trackchanges/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Use Change Notifications and Track Changes with Microsoft Graph,8,824,"4,784",18.53%,518,96,99,,259.9225,18.92639563,69,5.0,4,,,m365;ms-graph,developer,intermediate,9,2021
1541,https://docs.microsoft.com/en-us/learn/modules/msgraph-build-aspnetmvc-apps/,learn-m365.msgraph-build-aspnetmvc-apps,/learn/modules/msgraph-build-aspnetmvc-apps/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Build ASP.NET MVC web applications with the Microsoft Graph .NET SDK,8,"1,387","6,943",12.74%,824,105,92,,330.13305560000003,14.28117039,67,5.0,4,,,m365;ms-graph,developer,intermediate,9,2021
1542,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-user-data/,learn-m365.msgraph-access-user-data,/learn/modules/msgraph-access-user-data/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Access User Data from Microsoft Graph,8,299,"1,844",44.39%,214,95,108,,89.29861111,17.91945373,82,5.0,3,,,m365;ms-graph,developer,intermediate,9,2021
1543,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-group-data/,learn-m365.msgraph-access-group-data,/learn/modules/msgraph-access-group-data/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Manage Group Lifecycle with Microsoft Graph,8,187,"1,279",63.09%,149,94,101,,49.69361111,15.94447415,77,5.0,2,,,m365;ms-graph,developer,intermediate,9,2021
1544,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-file-data/,learn-m365.msgraph-access-file-data,/learn/modules/msgraph-access-file-data/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,Access Files with Microsoft Graph,8,497,"2,449",25.43%,346,88,93,1.0,122.26472220000001,14.76032864,62,4.666666667,3,,,m365;ms-graph,developer,intermediate,9,2021
1545,https://docs.microsoft.com/en-us/learn/modules/intro-sharepoint-framework/,learn-m365.intro-sharepoint-framework,/learn/modules/intro-sharepoint-framework/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,Introduction to customizing and extending SharePoint,6,"1,302","6,320",43.10%,884,381,397,12.0,376.3336111,17.34256272,63,4.8888888889999995,27,,,m365;office-sp-framework,developer,beginner,9,2021
1546,https://docs.microsoft.com/en-us/learn/modules/intro-office-add-ins/,learn-m365.intro-office-add-ins,/learn/modules/intro-office-add-ins/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,Introduction to Office client customization with add-ins,6,"1,099","5,821",37.97%,748,284,303,,385.6733333,21.05586897,51,4.882352941000001,34,,,m365;office-add-ins,developer,beginner,9,2021
1547,https://docs.microsoft.com/en-us/learn/modules/understand-actionable-messages/,learn-m365-pr.understand-actionable-messages,/learn/modules/understand-actionable-messages/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,Understand Actionable Messages in Outlook fundamentals,7,"2,255","12,034",28.27%,"2,009",568,557,5.0,434.71888889999997,11.566799699999999,16,4.875,48,,,office-outlook;office-adaptive-cards;m365,developer,beginner,9,2021
1548,https://docs.microsoft.com/en-us/learn/modules/identity-users-groups-approles/,learn-m365.identity-users-groups-approles,/learn/modules/identity-users-groups-approles/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,"Work with users, groups, and roles in custom apps and APIs",8,780,"3,669",30.37%,484,147,162,,157.7275,12.13288462,73,4.9,10,,,m365;azure-active-directory,developer,intermediate,9,2021
1549,https://docs.microsoft.com/en-us/learn/modules/identity-secure-custom-api/,learn-m365.identity-secure-custom-api,/learn/modules/identity-secure-custom-api/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,Secure custom APIs with Microsoft Identity,8,501,"2,947",48.96%,337,165,178,2.0,109.88805559999999,13.16024617,83,4.727272727,11,,,m365;azure-active-directory,developer,intermediate,9,2021
1550,https://docs.microsoft.com/en-us/learn/modules/identity-permissions-consent/,learn-m365.identity-permissions-consent,/learn/modules/identity-permissions-consent/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,Permissions and Consent Framework,8,391,"2,550",70.22%,272,191,213,1.0,73.12305556,11.22092924,66,4.875,8,,,m365;azure-active-directory,developer,intermediate,9,2021
1551,https://docs.microsoft.com/en-us/learn/modules/identity-application-types/,learn-m365.identity-application-types,/learn/modules/identity-application-types/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,Application types in Microsoft identity,8,606,"3,711",62.92%,383,241,263,3.0,93.09222222,9.217051705,50,4.882352941000001,17,,,m365;azure-active-directory,developer,intermediate,9,2021
1552,https://docs.microsoft.com/en-us/learn/modules/getting-started-identity/,learn-m365.getting-started-identity,/learn/modules/getting-started-identity/,ms-600,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,Getting Started with Microsoft Identity,8,"1,800","10,573",52.33%,"1,179",617,681,9.0,423.3580556,14.11193519,70,4.864864865,37,,,m365;azure-active-directory,developer,intermediate,9,2021
1553,https://docs.microsoft.com/en-us/learn/modules/transition-from-skype-for-business-to-microsoft-teams/,learn.wwl.transition-from-skype-for-business-to-microsoft-teams,/learn/modules/transition-from-skype-for-business-to-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,Transition from Skype for Business to Microsoft Teams,7,212,"1,412",78.74%,174,137,151,1.0,56.12361111,15.88404088,38,5.0,3,,,m365;office-teams,administrator,intermediate,9,2021
1554,https://docs.microsoft.com/en-us/learn/modules/plan-configure-network-settings-for-microsoft-teams/,learn.wwl.plan-configure-network-settings-for-microsoft-teams,/learn/modules/plan-configure-network-settings-for-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,Plan and configure network settings for Microsoft Teams,10,262,"2,142",62.44%,213,133,144,1.0,107.50638889999999,24.61978372,55,4.777777778,9,,,m365;office-teams,administrator,intermediate,9,2021
1555,https://docs.microsoft.com/en-us/learn/modules/manage-access-for-external-users/,learn.wwl.manage-access-for-external-users,/learn/modules/manage-access-for-external-users/,ms-700,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,Manage access for external users,11,440,"3,853",54.09%,403,218,225,2.0,188.57555559999997,25.71484848,41,4.8571428569999995,7,,,m365;office-teams,administrator,intermediate,9,2021
1556,https://docs.microsoft.com/en-us/learn/modules/implement-security-for-microsoft-teams/,learn.wwl.implement-security-for-microsoft-teams,/learn/modules/implement-security-for-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,Implement security for Microsoft Teams,8,302,"2,361",70.75%,253,179,194,1.0,110.63833329999999,21.98112583,35,5.0,5,,,m365;office-teams,administrator,intermediate,9,2021
1557,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-for-microsoft-teams/,learn.wwl.implement-compliance-for-microsoft-teams,/learn/modules/implement-compliance-for-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,Implement compliance for Microsoft Teams,12,262,"2,622",65.74%,216,142,154,,150.7086111,34.51342239,74,5.0,4,,,m365;office-teams,administrator,intermediate,9,2021
1558,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-audio-video-client-issues/,learn.wwl.troubleshoot-audio-video-client-issues,/learn/modules/troubleshoot-audio-video-client-issues/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,"Troubleshoot audio, video, and client issues",10,193,"1,569",68.06%,144,98,102,1.0,47.82305556,14.86727116,54,5.0,7,,,m365;office-teams,administrator,intermediate,9,2021
1559,https://docs.microsoft.com/en-us/learn/modules/manage-phone-system-for-microsoft-teams/,learn.wwl.manage-phone-system-for-microsoft-teams,/learn/modules/manage-phone-system-for-microsoft-teams/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,Manage Phone System for Microsoft Teams,12,212,"1,952",56.32%,174,98,106,1.0,87.56944444,24.78380503,68,5.0,3,,,m365;office-teams,administrator,intermediate,9,2021
1560,https://docs.microsoft.com/en-us/learn/modules/manage-phone-numbers/,learn.wwl.manage-phone-numbers,/learn/modules/manage-phone-numbers/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,Manage phone numbers,8,219,"1,509",62.09%,182,113,114,1.0,74.68111111,20.46057839,44,4.8,5,,,m365;office-teams,administrator,intermediate,9,2021
1561,https://docs.microsoft.com/en-us/learn/modules/manage-meetings-virtual-events-experiences/,learn.wwl.manage-meetings-virtual-events-experiences,/learn/modules/manage-meetings-virtual-events-experiences/,ms-700,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,Manage meetings and virtual events experiences,10,324,"2,336",43.73%,279,122,128,1.0,131.7961111,24.40668724,54,4.666666667,3,,,m365;office-teams,administrator,intermediate,9,2021
